,actor_1_name,director_name
2164,Raoul Bova,Audrey Wells
2165,Emma Stone,Alejandro G. Iñárritu
2166,Nicolas Cage,Francis Ford Coppola
2167,Kristin Scott Thomas,Robert Altman
2168,Sally Hawkins,Woody Allen
2169,Christian Clemenson,Paul Greengrass
2170,Christian Monzon,Bille Woodruff
2171,Hulk Hogan,Rick Friedberg
2172,Mako,Richard Fleischer
2173,Olivia Wilde,Jessie Nelson
2174,Bob Newhart,Mike Nichols
2175,Collette Wolfe,Jody Hill
2176,Robert De Niro,Martin Scorsese
2177,Judy Greer,Brandon Camp
2178,Kelsey Grammer,Kevin Tancharoen
2179,Nicholas Rowe,Barry Levinson
2180,James Franco,Danny Boyle
2181,Woody Allen,Woody Allen
2182,Amanda Schull,Nicholas Hytner
2183,Kristen Stewart,Bart Freundlich
2184,Ian Somerhalder,Irwin Winkler
2185,Steve Buscemi,Miguel Arteta
2186,Yaya DaCosta,Rob Reiner
2187,Alan Ruck,Chris Columbus
2188,Nancy Allen,Brian De Palma
2189,Daniel Radcliffe,John Boorman
2190,Jason Robards,William A. Fraker
2191,J.K. Simmons,Jason Reitman
2192,Rebecca Budig,Courtney Solomon
2193,Joan Allen,Ang Lee
2194,Miriam Margolyes,István Szabó
2195,Craig T. Nelson,Jeff Kanew
2196,Ricardo Darín,Fabián Bielinsky
2197,David Masterson,Michael Hoffman
2198,Ian McDiarmid,Matthew Robbins
2199,Johnny Depp,Tim Burton
2200,Tom Hardy,Guy Ritchie
2201,Barry Bostwick,Hal Needham
2202,Bruce Greenwood,Bruce Beresford
2203,Jeremy Irvine,Jonathan Teplitzky
2204,Kirsten Dunst,Jeff Nichols
2205,James Hetfield,Nimród Antal
2206,Woody Allen,Woody Allen
2207,Poppy Montgomery,
2208,Adam Goldberg,D.J. Caruso
2209,Austin Nichols,Gregor Jordan
2210,Takuya Kimura,Tran Anh Hung
2211,Sam Trammell,Chuck Russell
2216,Ernie Reyes Jr.,Richard Fleischer
2217,Robert De Niro,Rodrigo Cortés
2218,Emma Stone,Greg Mottola
2219,Vanessa Ferlito,Tyler Perry
2220,Cassie Ventura,Jon M. Chu
2221,Anne Hathaway,Cory Edwards
2222,Henry Ian Cusick,Xavier Gens
2223,Don Cheadle,Terry George
2224,Chris Moss,Jay Chandrasekhar
2225,Jennifer Hudson,Kasi Lemmons
2226,Kirk Fox,Matt Dillon
2227,Fionnula Flanagan,Alejandro Amenábar
2228,Michael Biehn,James Cameron
2229,Rob Riggle,Luke Greenfield
2230,Muse Watson,Jim Gillespie
2231,Jeremy Brett,George Cukor
2232,Virginia Madsen,Alexander Payne
2233,Harold Perrineau,Malcolm D. Lee
2234,Anna Kendrick,Jason Moore
2235,Lou Taylor Pucci,Fede Alvarez
2236,Morgan Saylor,Niki Caro
2237,Dan Byrd,Alexandre Aja
2238,Emmanuelle Vaugier,Michael Lehmann
2239,Ryan Reynolds,Joe Carnahan
2240,Will Ferrell,John Fortenberry
2241,Alex Pettyfer,Daniel Barnz
2242,Brandon T. Jackson,Erik White
2243,Kevin Grevioux,Sam Weisman
2244,T.I.,Chris Robinson
2245,Marc Blucas,Michael Tollin
2246,Gary Cole,Sam Raimi
2247,Thomas F. Wilson,Trent Cooper
2248,Vanessa Williams,Gary Halvorson
2249,Jim Broadbent,Sidney J. Furie
2250,Ava Gardner,Nicholas Ray
2251,Nia Vardalos,Donald Petrie
2252,Judy Greer,Paul Weitz
2253,DeRay Davis,Ian Iqbal Rashid
2254,Paul Walker,Wayne Kramer
2255,Julianna Guill,Todd Lincoln
2256,Aidan Quinn,Rowdy Herrington
2257,Victor Wong,Jim Goddard
2258,Tippi Hedren,Noel Marshall
2259,Janeane Garofalo,Richard Kelly
2260,Josh Hutcherson,Andrea Di Stefano
2262,Clive Russell,Cyrus Nowrasteh
2263,Robert Downey Jr.,Steven Shainberg
2264,Macaulay Culkin,Howard Zieff
2265,Hal Holbrook,Oliver Stone
2266,Alan Rickman,Ang Lee
2267,Anne Hathaway,Julian Jarrold
2268,Frances Fisher,Vadim Perelman
2269,Danny Strong,Joe Nussbaum
2270,Robin Williams,Peter Weir
2271,Lauren Holly,Peter Farrelly
2272,Bruno Kirby,Rob Reiner
2273,Ethan Suplee,Todd Phillips
2274,Charlotte Rampling,Sidney Lumet
2275,Paul Walker,Brian Robbins
2276,Bruce Willis,Wes Anderson
2277,Bérénice Bejo,Michel Hazanavicius
2278,Gary Oldman,David S. Goyer
2279,Gary Oldman,David S. Goyer
2280,Jennifer Esposito,Perry Andelin Blake
2281,Matt Bomer,Jonathan Liebesman
2282,Leighton Meester,Christian E. Christiansen
2283,Leslie Bibb,John Whitesell
2284,Bolo Yeung,Sheldon Lettich
2285,Mo'Nique,John Singleton
2286,Brittany Daniel,Dennie Gordon
2287,Jada Pinkett Smith,Diane English
2288,Bill Bailey,Edgar Wright
2289,Scarlett Johansson,Woody Allen
2290,Robert Pattinson,Allen Coulter
2291,Patrick Fugit,Peter Kosminsky
2292,J.K. Simmons,Karyn Kusama
2293,Will Ferrell,Nick Gomez
2294,Mike Starr,Woody Allen
2295,Dylan Baker,Clare Kilner
2296,Mo'Nique,Jessy Terrero
2297,Jon Lovitz,Richard Benjamin
2298,Gretchen Mol,Josef Rusnak
2299,Farrah Fawcett,Lance Rivera
2300,Christopher Lambert,Russell Mulcahy
2301,Woody Allen,Woody Allen
2302,Lochlyn Munro,Bruce Paltrow
2303,Natasha Lyonne,Adam Rifkin
2304,Alison Lohman,Susanne Bier
2305,Barry Corbin,Tommy Lee Jones
2306,Jeremy Renner,James Gray
2307,Charles Napier,Kenneth Johnson
2308,Vanessa Redgrave,James Ivory
2309,Paz de la Huerta,Gaspar Noé
2310,Viggo Mortensen,Vicente Amorim
2311,Cary-Hiroyuki Tagawa,Lasse Hallström
2312,Orlando Bloom,Jérôme Salle
2313,Vivica A. Fox,Jesse Vaughan
2314,David Alpay,Atom Egoyan
2315,Mekhi Phifer,Wayne Beach
2316,Bruce Dern,William Bindley
2317,Kristen Stewart,Udayan Prasad
2318,Carole Bouquet,Gérard Krawczyk
2319,Dustin Milligan,James Gunn
2320,Macaulay Culkin,Chris Columbus
2321,Judge Reinhold,Martin Brest
2322,Tom Cruise,Tony Scott
2323,Bill Murray,Sydney Pollack
2324,Tom Selleck,Leonard Nimoy
2325,Colin Firth,Tom Hooper
2326,Kevin Spacey,Sam Mendes
2327,Chen Chang,Ang Lee
2328,Kelly Preston,Ivan Reitman
2329,David Arquette,Wes Craven
2330,Oprah Winfrey,Steven Spielberg
2331,Benedict Cumberbatch,Morten Tyldum
2332,Catherine O'Hara,Tim Burton
2333,Javier Botet,Andrés Muschietti
2334,Eileen Brennan,Howard Zieff
2335,Sissy Spacek,Michael Apted
2336,Chloë Grace Moretz,Thor Freudenthal
2337,Roger Allam,Stephen Frears
2338,Michael Jai White,Tyler Perry
2339,Daniel Radcliffe,James Watkins
2340,Christian Bale,Gillian Armstrong
2341,Robert De Niro,Michael Cimino
2342,Madeline Carroll,Simon West
2343,Frankie Muniz,Shawn Levy
2344,Frankie Muniz,Shawn Levy
2345,Robert De Niro,James Mangold
2346,Clayton Snyder,Jim Fall
2347,Adam Scott,Michael Dougherty
2348,Jake Gyllenhaal,David Ayer
2349,Jordana Brewster,Robert Rodriguez
2350,Rae'Ven Kelly,Brian Gibson
2351,Chris Evans,Joel Gallen
2352,Michiel Huisman,Jean-Marc Vallée
2353,Claude Rains,David Lean
2354,Eddie Redmayne,James Marsh
2355,Ryan Gosling,Nicolas Winding Refn
2356,Paul Walker,Rob Cohen
2357,Greg Grunberg,John Whitesell
2358,Bradley Cooper,Phil Traill
2359,Natalie Portman,Matt Williams
2360,Cicely Tyson,Wayne Wang
2361,Robin Wright,Rob Reiner
2362,Jamie Lee Curtis,Rick Rosenthal
2363,Denzel Washington,Denzel Washington
2364,Jessie T. Usher,Thomas Carter
2365,Adam Garcia,Sara Sugarman
2366,Liam Aiken,Nicholas Hytner
2367,Jeremy Renner,Juan Carlos Fresnadillo
2368,Minnie Driver,George Armitage
2369,Alfre Woodard,Gina Prince-Bythewood
2370,Kim Director,Joe Berlinger
2371,Don Cheadle,Paul Thomas Anderson
2372,Sierra McCormick,Elizabeth Allen Rosenbaum
2373,Luke Bracey,Roger Donaldson
2374,Christine Taylor,Andrew Fleming
2375,Scarlett Johansson,Woody Allen
2376,Anthony Hopkins,James Ivory
2377,Kieran Culkin,Robert Harmon
2378,Loretta Devine,John Ottman
2379,Ryan Gosling,Derek Cianfrance
2380,Alison Lohman,Michael Mayer
2381,Jeff Kober,Martin Weisz
2382,Nia Long,Peter Atencio
2383,Leighton Meester,Shana Feste
2384,William Hurt,Jay Russell
2385,Bruce Greenwood,David Nutter
2386,Philip Seymour Hoffman,Joel Coen
2387,Philip Seymour Hoffman,Anton Corbijn
2388,Jeremy Renner,Kathryn Bigelow
2389,Jason Priestley,Stephan Elliott
2390,Rick Yune,RZA
2391,Brad Pitt,Andrew Dominik
2392,Rip Torn,Tom Green
2393,Anne Hathaway,Lone Scherfig
2394,Kevin McNally,Irwin Winkler
2395,Daniel Stern,Drew Barrymore
2396,Yuri Lowenthal,Mike Nawrocki
2397,Bono,Catherine Owens
2398,Christopher Lambert,Douglas Aarniokoski
2399,Cicely Tyson,Bryan Barber
2400,Louis Lombardi,James Foley
2401,Vin Diesel,Brian Koppelman
2402,Trevor Morgan,Steve Gomer
2403,Woody Allen,Woody Allen
2404,Bruce Greenwood,Mark Piznarski
2405,Oliver James,Sean McNamara
2406,Robert De Niro,Terry Gilliam
2407,Justin Timberlake,Craig Brewer
2408,Khandi Alexander,Ron Shelton
2409,Tyler James Williams,Tina Gordon Chism
2410,Angelina Jolie Pitt,Michael Winterbottom
2411,James Franco,David Raynr
2412,Vivica A. Fox,Mort Nathan
2413,Colin Firth,Oliver Parker
2414,Logan Lerman,Wil Shriner
2415,Elizabeth Berrington,Martin McDonagh
2416,Matt Damon,Gus Van Sant
2417,Naomi Watts,David Lynch
2418,Emma Stone,Peter Cattaneo
2419,J.K. Simmons,Vicky Jenson
2420,Larry David,Woody Allen
2421,Matthew Settle,Mary Lambert
2422,Robin Williams,Peter Kassovitz
2423,Robert Downey Jr.,Shane Black
2424,Vivica A. Fox,Rodman Flender
2425,Olivier Martinez,Katja von Garnier
2426,Anthony Hopkins,Woody Allen
2427,Andrew Garfield,Mark Romanek
2428,Thomas Kretschmann,Brad Anderson
2429,Meat Loaf,Antonio Banderas
2430,Curtis Armstrong,Michael Chapman
2431,Naomi Watts,Michael Haneke
2432,Bob Hoskins,Atom Egoyan
2433,Brigitte Helm,Fritz Lang
2434,Steve Buscemi,Gary Fleder
2435,Konstantin Lavronenko,Andrey Zvyagintsev
2436,Dean Stockwell,Gregor Jordan
2437,Michael Fassbender,Neil Marshall
2438,Nirut Sirichanya,Tony Jaa
2439,Christopher Heyerdahl,Russell Mulcahy
2440,Bradley Cooper,Ryûhei Kitamura
2441,Jennifer Hudson,Darrell Roodt
2442,Channing Tatum,Dito Montiel
2443,Eddie Izzard,Stefan Ruzowitzky
2444,Stephen Graham,Jake Paltrow
2445,Liam Neeson,Anthony Silverston
2446,Maximilian Dirr,Daniele Luchetti
2447,Bruce Payne,Gerry Lively
2448,Birgitte Hjort Sørensen,Gabe Ibáñez
2449,María Valverde,Vidhu Vinod Chopra
2452,Bill Murray,Harold Ramis
2453,Matt Bomer,Gregory Jacobs
2454,Sharon Leal,Peter Cousens
2455,Clint Eastwood,Clint Eastwood
2456,Bryce Dallas Howard,Lars von Trier
2457,Julia Roberts,Garry Marshall
2458,Fred Gwynne,Adrian Lyne
2459,Anil Kapoor,Danny Boyle
2460,Martin Short,John Blanchard
2461,Tom Cruise,Oliver Stone
2462,Doug E. Doug,Jon Turteltaub
2463,Chris Brown,Sylvain White
2464,Jensen Ackles,Patrick Lussier
2465,Sylvester Stallone,Ted Kotcheff
2466,Sylvester Stallone,Ted Kotcheff
2467,Caroline Munro,Lewis Gilbert
2468,Alicia Witt,Jamie Blanks
2469,Seymour Cassel,Randal Kleiser
2470,Will Ferrell,Bruce McCulloch
2471,Meryl Streep,Phyllida Lloyd
2472,Janet Jackson,John Singleton
2473,Phil Vischer,Mike Nawrocki
2474,Mike Epps,Kevin Bray
2475,Linda Blair,John Boorman
2476,America Ferrera,Rick Famuyiwa
2477,John Witherspoon,Wes Craven
2478,Sissy Spacek,Courtney Solomon
2479,Carmen Electra,David Zucker
2480,Chris Hemsworth,David Twohy
2481,Joe Mantegna,Tom Holland
2482,Alyson Hannigan,Alan Cohn
2483,Lily Tomlin,Franco Zeffirelli
2484,Robert De Niro,Martin Scorsese
2485,Peter Mensah,James Isaac
2486,Alfre Woodard,Spike Lee
2487,Steve Buscemi,Chris Rock
2488,Adam Scott,Steve Pink
2489,Anthony Hopkins,Emilio Estevez
2490,Monica Potter,Mark Waters
2491,Thomas McDonell,Josh Schwartz
2492,Kate Winslet,Todd Field
2493,Norman Reedus,Davis Guggenheim
2494,Viggo Mortensen,Tony Goldwyn
2495,Derek Luke,Phillip Noyce
2496,Lesley Manville,Mike Leigh
2497,Melissa Sagemiller,Stephen Carpenter
2498,Colin Firth,Stephan Elliott
2499,Seth Gilliam,James Ivory
2500,Madeline Carroll,Rob Reiner
2501,Christopher Lee,James Fargo
2502,Sebastian Koch,Costa-Gavras
2503,John Heard,Neil Burger
2504,Matt Damon,Kenneth Lonergan
2505,Woo-sung Jung,Chao-Bin Su
2506,Jake Gyllenhaal,Ang Lee
2507,Donald Faison,Amy Heckerling
2508,Dennis Quaid,Todd Haynes
2509,Abbie Cornish,Martin McDonagh
2510,Kate Winslet,Philip Kaufman
2511,Thomas Kretschmann,Oliver Hirschbiegel
2512,Colm Feore,Kasi Lemmons
2513,Jason Mewes,Hyung-rae Shim
2514,Scarlett Johansson,Jonathan Glazer
2515,Leslie Bibb,Sam Miller
2516,Robin Williams,Barry Levinson
2517,Natalie Portman,Darren Aronofsky
2518,Sean Patrick Thomas,Thomas Carter
2519,Usher Raymond,Jon M. Chu
2520,Jennifer Garner,Patricia Riggen
2521,Chris Elliott,Chris Koch
2522,Robert De Niro,Francis Ford Coppola
2523,Óscar Jaenada,Jaume Collet-Serra
2524,Tuesday Knight,Renny Harlin
2525,Joe Lo Truglio,Steve Pink
2526,Jennifer Garner,Danny Leiner
2527,Jack Palance,Christopher Cain
2528,Bill Murray,Theodore Melfi
2529,Teo Halm,Dave Green
2530,Joseph Gordon-Levitt,Gil Junger
2531,Zooey Deschanel,Ed Decter
2532,Jon Lovitz,Gene Quintano
2533,Kathleen Turner,Bob Clark
2534,Bokeem Woodbine,Kirk Wong
2535,Jenny Agutter,John Lafia
2536,Gregory Smith,Bronwen Hughes
2537,Justin Chon,Jon Lucas
2538,Elina Alminas,Alex Garland
2539,Willie Garson,Spike Jonze
2540,Mo'Nique,Mark Brown
2541,Tina Fey,Paul Weitz
2542,Logan Lerman,Stephen Chbosky
2543,Kirsten Dunst,John Stockwell
2544,Salma Hayek,Mark Christopher
2545,Joan Allen,Lenny Abrahamson
2546,Yuki Matsuzaki,Clint Eastwood
2547,Michael Nyqvist,Niels Arden Oplev
2548,J.K. Simmons,Michael Polish
2549,Don Rickles,Bob Saget
2550,LL Cool J,Daisy von Scherler Mayer
2551,Kathleen Turner,John Waters
2552,Ryan Reynolds,Andrew Fleming
2553,Rosario Dawson,Craig Bolotin
2554,Jake Gyllenhaal,Blair Hayes
2555,Mark Gatiss,Jez Butterworth
2556,Steve Buscemi,Olivier Assayas
2557,Harry Lennix,Rod Lurie
2558,Liam Neeson,Atom Egoyan
2559,Emir Kusturica,Patrice Leconte
2560,Chazz Palminteri,Paul Mazursky
2561,Dameon Clarke,Glenn Ficarra
2562,Djimon Hounsou,Mark Neveldine
2563,Peter Dinklage,Sidney Lumet
2564,Burt Young,Jon Hess
2565,Toby Jones,Douglas McGrath
2566,John Boyega,Joe Cornish
2567,Milla Jovovich,Michael Winterbottom
2568,Milla Jovovich,Michael Winterbottom
2569,Jelena Jovanova,Angelina Jolie Pitt
2570,Liam Aiken,Michael Winterbottom
2572,Michael Imperioli,Brad Anderson
2573,Liam Neeson,John H. Lee
2574,Steve Irwin,John Stainton
2575,Robert De Niro,Ethan Maniquis
2576,Denzel Washington,Denzel Washington
2577,Gabriel Millman,Michael Hoffman
2578,Julian Morris,Stewart Hendler
2579,Kevin Spacey,James Foley
2580,Richard Johnson,Mark Herman
2581,David Niven,John Cromwell
2582,Ryan Gosling,Craig Gillespie
2583,Jenna Fischer,Brian Koppelman
2584,Catherine Deneuve,Lars von Trier
2585,Kevin Spacey,George Hickenlooper
2586,Tom Wilkinson,Gillian Armstrong
2587,Isabella Rossellini,Abel Ferrara
2588,Min-sik Choi,Je-kyu Kang
2589,Clifton Collins Jr.,William Dear
2590,Mackenzie Foy,Stéphane Aubier
2591,Judith Barsi,Don Bluth
2592,Roy Scheider,Steven Spielberg
2593,Ellen Burstyn,William Friedkin
2594,Shailene Woodley,Josh Boone
2595,Alyson Hannigan,Paul Weitz
2596,Chris Brown,Tim Story
2597,Jacob Vargas,Randall Wallace
2598,Victor Wong,Michael Ritchie
2599,Leonard Nimoy,Nicholas Meyer
2600,Sean Patrick Thomas,Tim Story
2601,Matthew Broderick,John Badham
2602,Sean Young,Tom Shadyac
2603,Alex Veadov,Mike McCoy
2604,Channing Tatum,Anne Fletcher
2605,Michael Kelly,Josh Trank
2606,Bruce Willis,Mike Judge
2607,George C. Scott,Franklin J. Schaffner
2608,Dax Flame,Nima Nourizadeh
2609,Miriam Margolyes,Barbra Streisand
2610,Danneel Ackles,Jon Hurwitz
2611,Steve Coogan,Stephen Frears
2612,Shelley Duvall,Terry Gilliam
2613,Nat Wolff,Jake Schreier
2614,Andrew Fiscella,John Erick Dowdle
2615,Robin Williams,Mark Romanek
2616,Chloë Grace Moretz,David Moreau
2617,Vanessa Williams,Christopher Erskin
2618,Hector Elizondo,Jesse Dylan
2619,Jason Statham,Mark Neveldine
2620,Steven Mackintosh,Brian Henson
2621,Salma Hayek,Julie Taymor
2622,Lexie Contursi,Dan Cutforth
2623,Matt Damon,John Dahl
2624,Gary Weeks,Dean Israelite
2625,Common,Sanaa Hamri
2626,Illeana Douglas,David Koepp
2627,CCH Pounder,Ernest R. Dickerson
2628,Laurence Olivier,Franklin J. Schaffner
2629,Alicia Witt,Mike Binder
2630,Devin Ratray,Alexander Payne
2631,Michael Imperioli,Cheryl Dunye
2632,Noel Fisher,Tim Hill
2633,Charlize Theron,Jason Reitman
2634,Tom Hughes,Richard Curtis
2635,Bernie Mac,Lionel C. Martin
2636,Holly Hunter,Richard LaGravenese
2637,Anne Hathaway,Jonathan Demme
2638,Anjelica Huston,Bob Rafelson
2639,Scarlett Johansson,Peter Webber
2640,Jürgen Prochnow,Wolfgang Petersen
2641,Takeshi Kaneshiro,Yimou Zhang
2642,Heather Matarazzo,Wallace Wolodarsky
2643,Cedric the Entertainer,Darnell Martin
2644,Nate Parker,Nicholas Jarecki
2645,Sarah Silverman,Scott Alexander
2646,Jill Clayburgh,Ryan Murphy
2647,Christopher Lambert,Stuart Gordon
2648,John Michael Higgins,Christopher Guest
2649,Melanie Griffith,Woody Allen
2650,Anika Noni Rose,Robert Iscove
2651,Louise Fletcher,Tobe Hooper
2652,Michael Imperioli,Spike Lee
2653,Jennifer Jason Leigh,Jane Campion
2654,Robert Downey Jr.,Jon Poll
2655,Isabella Rossellini,James Gray
2656,Bob Hoskins,Fred Schepisi
2657,Robert Duvall,Roger Spottiswoode
2658,Jeremy Davies,Antonia Bird
2659,Kieran Culkin,Peter Care
2660,Mia Wasikowska,Chan-wook Park
2661,David Richmond-Peck,Ira Sachs
2662,Li Gong,Kar-Wai Wong
2663,Eamonn Walker,Carroll Ballard
2664,Dianne Wiest,Lawrence Kasdan
2665,Tony Curran,Neil Jordan
2666,Omar Epps,Takeshi Kitano
2667,Michael Jeter,Anthony Russo
2668,Eva Amurri Martino,Vadim Perelman
2669,Kyra Sedgwick,Sidney Lumet
2670,Zack Ward,Marco Kreuzpaintner
2671,Marcell Nagy,Lajos Koltai
2672,Bruce Willis,Alan Rudolph
2673,Wagner Moura,Stephen Daldry
2674,Richard Coyle,Renny Harlin
2675,Christopher Lambert,Timothy Hines
2676,Rachael Carpani,Christopher Smith
2680,Tatsuo Matsumura,Akira Kurosawa
2681,Miko Hughes,Mary Lambert
2682,Robert De Niro,Dan Mazer
2684,Lily Cole,Oliver Parker
2685,Harrison Ford,George Lucas
2686,Phoebe Cates,Joe Dante
2687,Julie Christie,David Lean
2688,Christian Bale,David O. Russell
2689,Lucas Grabeel,Kenny Ortega
2690,Bam Margera,Jeff Tremaine
2691,Fred Gwynne,Jonathan Lynn
2692,Chloë Grace Moretz,R.J. Cutler
2693,Corbin Bernsen,David S. Ward
2694,Radha Mitchell,Joel Schumacher
2695,Lauren German,Adam Shankman
2696,Lois Smith,Tim Robbins
2697,Julie Walters,John Crowley
2698,Sarah Michelle Gellar,Roger Kumble
2699,Nate Parker,Gina Prince-Bythewood
2700,Ryan Reynolds,Simon Curtis
2701,Madeline Kahn,Mel Brooks
2702,Madeline Kahn,Mel Brooks
2703,Costas Mandylor,Kevin Greutert
2704,Vincent Pastore,Rob Pritts
2705,Steven Bauer,Brian De Palma
2706,Sylvester Stallone,Norman Jewison
2707,Ryan O'Neal,Stanley Kubrick
2708,Luke Newberry,Dustin Hoffman
2709,Lee Majors,Brendan Malloy
2710,Will Ferrell,Reginald Hudlin
2711,Shannon Elizabeth,Gregory Poirier
2712,Justin Timberlake,Ethan Coen
2713,Matthew McConaughey,Bill Paxton
2714,Patricia Tallman,Sam Raimi
2715,Liam Neeson,Bill Condon
2716,Johnny Depp,Lasse Hallström
2717,Jaime King,Dewey Nicks
2718,Henry Ian Cusick,Philip Saville
2719,Eddie Marsan,Mike Leigh
2720,Michael McKean,Daisy von Scherler Mayer
2721,Anjelica Huston,Mira Nair
2722,Frank Finlay,Martin Ritt
2723,Kate Winslet,John Turturro
2724,Phyllida Law,Agnieszka Holland
2725,Sam Riley,Rowan Joffe
2726,Karin Viard,Eric Lartigau
2727,Nora Dunn,Lisa Azuelos
2728,Al Pacino,Shintaro Shimosawa
2729,John Howard,Ray Lawrence
2730,Shah Rukh Khan,Karan Johar
2731,Minnie Driver,Oliver Parker
2732,Romola Garai,Ruairi Robinson
2733,Henry Thomas,Steven Spielberg
2734,Keir Dullea,Stanley Kubrick
2735,Kristen Stewart,Jon Kasdan
2736,Ricky Schroder,Floyd Mutrux
2737,William Hurt,Léa Pool
2738,Arjun Rampal,Sajid Khan
2739,Jon Gries,Christopher Cain
2740,Robin Williams,Gus Van Sant
2741,Sarah Michelle Gellar,Takashi Shimizu
2742,Bill Murray,Ivan Reitman
2743,Costas Mandylor,Darren Lynn Bousman
2744,Frank Grillo,James DeMonaco
2745,Kirsten Dunst,Peyton Reed
2746,Paul Walker,Robert Iscove
2747,Costas Mandylor,Darren Lynn Bousman
2748,Boris Kodjoe,Tyler Perry
2749,Deborah Kara Unger,Geoffrey Sax
2750,Tom Cruise,Martin Scorsese
2751,Lin Shaye,Leigh Whannell
2752,Lane Smith,Stephen Herek
2753,Tom Wilkinson,John Madden
2754,Keanu Reeves,Stephen Herek
2755,Richard Burton,Ken Annakin
2756,Adam Sandler,Dennis Dugan
2757,Eileen Brennan,Victor Salva
2758,Oliver Reed,Carol Reed
2759,Diedrich Bader,Chuck Sheetz
2760,Tina Turner,George Miller
2761,Lauren Cohan,William Brent Bell
2762,Bill Duke,Mark L. Lester
2763,John Witherspoon,Marcus Raboy
2764,Tina Desai,John Madden
2765,Mike Starr,Michael Schultz
2766,Jeff Fahey,Brett Leonard
2767,Ari Graynor,Peter Sollett
2768,Matt Damon,Kevin Smith
2769,Erika Christensen,Bob Dolman
2770,Jason Statham,Guy Ritchie
2771,Jason Statham,Guy Ritchie
2772,Ben Gazzara,Rowdy Herrington
2773,Albert Brooks,Joe Dante
2774,Jada Pinkett Smith,Keenen Ivory Wayans
2775,Harry Styles,Morgan Spurlock
2776,Dane Cook,Greg Coolidge
2777,Laila Haley,Ciarán Foy
2778,Eoin Macken,Jason Zada
2779,Milla Jovovich,Olatunde Osunsanmi
2780,Tom Cruise,Francis Ford Coppola
2781,Ethan Embry,Harry Elfont
2782,Omari Hardwick,Salim Akil
2783,Matthew McConaughey,Jeff Nichols
2784,David Zayas,Colin Strause
2785,Tom Skerritt,David Cronenberg
2786,Marley Shelton,Jamie Blanks
2787,Meryl Streep,Robert Altman
2788,Wendi McLendon-Covey,Robert Ben Garant
2789,Khandi Alexander,Leon Ichaso
2790,Julia Ormond,Patricia Rozema
2791,Billy Drago,Joseph Zito
2792,Bill Murray,Wes Anderson
2793,Ben Feldman,Mark Rosman
2794,Denzel Washington,Spike Lee
2795,Steve Oedekerk,Steve Oedekerk
2796,Kevin Zegers,Rob Schmidt
2797,Dennis Quaid,Walter Hill
2798,Byron Mann,James Foley
2799,Rob Riggle,Neal Brennan
2800,Eddie Redmayne,Simon Curtis
2801,Christoph Waltz,Tim Burton
2802,Jennifer Jason Leigh,Tuck Tucker
2803,Adam Scott,Richard Shepard
2804,Leonard Roberts,Theodore Witcher
2805,Chase Ellison,Jim Hanon
2806,Mila Kunis,Tommy O'Haver
2807,Gary Cole,Mike Judge
2808,Kirsten Dunst,Michael Patrick Jann
2809,Jon Favreau,Peter Berg
2810,Steve Carell,Joe Nussbaum
2811,Hugh Jackman,Elizabeth Banks
2812,Melanie Griffith,Brian De Palma
2813,Jasper Cole,Jorma Taccone
2814,Sophie Okonedo,Stephen Frears
2815,Beth Grant,Jason Bateman
2816,Naomi Watts,Noah Baumbach
2817,Stephen Root,Jeff Lowell
2818,Steve Carell,Lorene Scafaria
2819,Kurtwood Smith,Miguel Arteta
2820,Daniel Sharman,Marcus Dunstan
2821,Ethan Suplee,Tony Kaye
2822,Nathan Lane,Timothy Björklund
2823,Sissy Spacek,David Lynch
2824,Norman Reedus,Scott Kalvert
2825,Dylan Moran,David Schwimmer
2826,Bernadette Peters,Allan Arkush
2827,Al Pacino,Dan Fogelman
2828,Christian Bale,Werner Herzog
2829,Jerry Stiller,Eric Bross
2830,Judy Greer,Jay Duplass
2831,Robert Picardo,John Putch
2832,Gary Oldman,Peter Medak
2833,Peter Fonda,Steven Soderbergh
2834,Numan Acar,Jon Stewart
2835,Eric Stoltz,Terence Davies
2836,Cliff Robertson,Harley Cokeliss
2837,Scott Mechlowicz,Victor Salva
2838,Don Johnson,Tom Brady
2839,Gillian White,Spike Lee
2840,Frank Langella,Franklin J. Schaffner
2841,Chris Evans,Ariel Vromen
2842,Demián Bichir,Chris Weitz
2843,Miranda Richardson,David Cronenberg
2844,Liam Neeson,Eric Blakeney
2845,Charlie Hunnam,Douglas McGrath
2846,Demi Moore,Derrick Borte
2847,Naseeruddin Shah,Rakesh Roshan
2848,Matthew McConaughey,William Friedkin
2849,Alicia Witt,John Waters
2850,Philip Seymour Hoffman,Richard Kwietniowski
2851,Jenna Fischer,Bob Odenkirk
2852,Natalie Portman,Kar-Wai Wong
2853,Beverly D'Angelo,John Turturro
2854,Bruce Greenwood,Guy Ritchie
2855,Bashar Rahal,Joshua Seftel
2856,Wei Zhao,Stephen Chow
2857,Vincent Gallo,Vincent Gallo
2858,Isabelle Huppert,Claude Chabrol
2859,Kip Pardue,Dan Harris
2860,Minnie Driver,Mel Smith
2861,Robin Williams,Bobcat Goldthwait
2862,Jorge Luis Moreno,Rafa Lara
2863,Kristen Stewart,Jake Scott
2864,Madison Pettis,William Dear
2865,Joe Mantegna,Stuart Gordon
2866,Christopher Lee,Alan Metter
2867,Ricky Schroder,Jeb Stuart
2868,Adrian Martinez,Julio DePietro
