movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Hits ,Color,English,USA,Comedy|Drama,,courtroom|independent film|internet|small town|youtube,David Cross,Jason Ritter,Matt Walsh,Amy Sedaris
Jimmy and Judy ,Color,English,USA,Crime|Drama|Thriller,R,police|revenge|sex|suburb|video camera,Randall Rubin,Nicole Randall Johnson,A.J. Buckley,James Eckhouse
Frat Party ,Color,English,USA,Comedy,R,erotica|masseuse|sister sister relationship|temptation|threesome,Robert Bennett,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler
The Party's Over , Black and White,English,UK,Drama,,beatnik|businessman|necrophilia|party|partying,Guy Hamilton,Oliver Reed,Eddie Albert,Louise Sorel
Proud ,Color,English,USA,Drama,PG,,Mary Pat Kelly,Aidan Quinn,Ossie Davis,Janet Hubert
The Poker House ,Color,English,USA,Drama,R,basketball|drug abuse|interracial rape|iowa|tween girl,Lori Petty,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine
Childless ,Color,English,USA,Drama,R,,Charlie Levi,Joe Mantegna,Barbara Hershey,Diane Venora
ZMD: Zombies of Mass Destruction ,Color,English,USA,Comedy|Horror|Sci-Fi,R,cult|homosexual|island|survival horror|zombie,Kevin Hamedani,Russell Hodgkinson,Janette Armand,Kevin Hamedani
Snow White: A Deadly Summer ,Color,English,USA,Horror,PG-13,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,David DeCoteau,Maureen McCormick,Shanley Caswell,Tim Abell
Hidden Away ,Color,Spanish,Spain,Drama|Romance,Unrated,best friend|deportation|moroccan|unrequited love|xenophobia,Mikel Rueda,Álex Angulo,Germán Alcarazu,Joseba Ugalde
My Last Day Without You ,Color,English,USA,Comedy|Drama|Romance,,business trip|german|love|new york|singer songwriter,Stefan C. Schaefer,Nicole Beharie,Marlene Forte,Reg E. Cathey
Steppin: The Movie ,Color,English,USA,Comedy|Music,PG-13,,Michael Taliferro,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris
Doc Holliday's Revenge ,Color,English,USA,Western,PG-13,1880s|cowboy|low budget film|shoot out|wild west,David DeCoteau,William McNamara,Tom Berenger,Randy Jay Burrell
Black Rock ,Color,English,USA,Horror|Thriller,R,bare breasts|female frontal nudity|hunter|island|weekend,Katie Aselton,Katie Aselton,Anslem Richardson,Jay Paulson
Truth or Die ,Color,English,UK,Horror|Mystery,Not Rated,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,Robert Heath,David Oakes,Alexander Vlahos,Jennie Jacques
The Pet ,Color,English,USA,Drama|Thriller,,dominance submissiveness|female nudity|human branding|human pet|power exchange,D. Stevens,Magi Avila,Pierre Dulat,Summer Napoles
Bang Bang Baby ,Color,English,Canada,Drama|Musical|Sci-Fi,,,Jeffrey St. Jules,Boyd Banks,Chloe Rose,Kristian Bruun
Fear Clinic ,Color,English,USA,Horror,R,bare breasts|based on web series|claustrophobia|doctor|phobia,Robert Hall,Angelina Armani,Kevin Gage,Fiona Dourif
Zombie Hunter ,Color,English,USA,Action|Comedy|Horror,Not Rated,desert|drifter|seduction|siege|zombie,K. King,Jason K. Wixom,Shona Kay,Jarrod Phillips
A Fine Step ,,,USA,Drama,PG,,Jonathan Meyers,Justin Baldoni,Luke Perry,Leonor Varela
Trance ,Color,English,UK,Crime|Drama|Mystery|Thriller,R,amnesia|criminal|heist|hypnotherapy|lost painting,Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton
Charly ,Color,English,USA,Drama|Romance|Sci-Fi,PG,disability|experiment|genius|intelligence|mouse,Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom
Banshee Chapter ,Color,English,Germany,Horror|Thriller,R,experiment|lsd|missing friend|mk ultra|radio broadcast,Blair Erickson,Monique Candelaria,Katia Winter,Michael McMillian
Jesse             ,Color,English,USA,Comedy,,1990s|brother sister relationship|female protagonist|single mother|sitcom,,Eric Lloyd,David DeLuise,Bruno Campos
Ask Me Anything ,Color,English,USA,Drama,Not Rated,bare breasts|female protagonist,Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume
And Then Came Love ,Color,English,USA,Comedy|Romance,,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt
Food Chains ,Color,English,USA,Documentary|News,,two word title,Sanjay Rawal,Alma Martinez,Robert Kennedy Jr.,Eve Ensler
On the Waterfront , Black and White,English,USA,Crime|Drama|Romance,Not Rated,death|dock|longshoreman|murder|union,Elia Kazan,Marlon Brando,Karl Malden,Rod Steiger
L!fe Happens ,Color,English,USA,Comedy,R,friendship|los angeles california|one night stand|roommate|single mother,Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston
"4 Months, 3 Weeks and 2 Days ",Color,Romanian,Romania,Drama,Not Rated,female rear nudity|friend|hotel|rainy night|towel,Cristian Mungiu,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean
The Horror Network Vol. 1 ,Color,English,USA,Horror,,anthology,Brian Dorton,Javier Botet,Brian Dorton,Jan Cornet
Hard Candy ,Color,English,USA,Crime|Drama|Thriller,R,chatting|missing person poster|online dating|photographer|sexual predator,David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson
The Quiet ,Color,English,USA,Drama|Thriller,R,deaf|death|dysfunctional family|godparent|secret,Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco
Circumstance ,Color,Persian,France,Drama,R,closeted lesbian|iranian|islamophobia|propaganda|teenager,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson
Fruitvale Station ,Color,English,USA,Biography|Drama|Romance,R,22 year old|b.a.r.t.|bay area|birthday|police,Ryan Coogler,Ahna O'Reilly,Melonie Diaz,Ariana Neal
The Brass Teapot ,Color,English,USA,Comedy|Fantasy|Thriller,R,mini dress|mini skirt|money|voyeur|voyeurism,Ramaa Mosley,Jack McBrayer,Michael Angarano,Alia Shawkat
Bambi ,Color,English,USA,Animation|Drama|Family,Approved,animal|bambi|deer|forest|hunter,James Algar,Sam Edwards,Donnie Dunagan,Ann Gillis
The Hammer ,Color,English,USA,Comedy|Romance|Sport,R,birthday|boxing|coach|gym|olympics,Charles Herman-Wurmfeld,John Enos III,Rian Bishop,Adam Carolla
Snitch ,Color,English,USA,Action|Drama|Thriller,PG-13,cigarette smoking|dea|drugs|inspired by true events|undercover,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez
Latter Days ,Color,English,USA,Comedy|Drama|Romance,R,christian|male frontal nudity|mormon|mormon missionary|nudity,C. Jay Cox,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset
Elza ,Color,French,France,Drama,,foreign|french,Mariette Monpierre,Stana Roumillac,Christophe Cherki,Teddy Doloir
1982 ,Color,English,USA,Drama,R,number in title|semi autobiographical,Tommy Oliver,Bokeem Woodbine,Ruby Dee,Quinton Aaron
"For a Good Time, Call... ",Color,English,USA,Comedy,R,friend|friendship|gay|phone sex|sex,Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos
Celeste & Jesse Forever ,Color,English,USA,Comedy|Drama|Romance,R,best friends|friendship|masturbation|reference to matthias steiner|single,Lee Toland Krieger,Ari Graynor,Janel Parrish,Rob Huebel
Time Changer ,Color,English,USA,Drama|Fantasy|Sci-Fi,PG,bible|christian propaganda|christianity|time machine|zealot,Rich Christiano,Gavin MacLeod,D. David Morin,Hal Linden
London to Brighton ,Color,English,UK,Crime|Drama|Thriller,R,bathroom|chase|girl|pimp|toilet,Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome
American Hero ,Color,English,USA,Action|Comedy|Drama|Sci-Fi,,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,Nick Love,Eddie Griffin,Christopher Berry,Michelle Tabora
Windsor Drive ,Color,English,USA,Mystery|Thriller,,,Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen
A Separation ,Color,Persian,Iran,Drama|Mystery,PG-13,alzheimer's disease|caregiver|divorce|iran|iranian,Asghar Farhadi,Shahab Hosseini,Leila Hatami,Peyman Moaadi
Crying with Laughter ,Color,English,UK,Thriller,,cocaine|edinburgh scotland|stand up comedian,Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy
Welcome to the Dollhouse ,Color,English,USA,Comedy|Drama,R,bully|first crush|school|social outcast|taunting,Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal
Ruby in Paradise ,Color,English,USA,Drama|Romance,R,desire|florida|identity|resort town|sales,Victor Nunez,Allison Dean,Todd Field,Dorothy Lyman
Raising Victor Vargas ,Color,English,France,Drama|Romance,R,based on short film|manhattan new york city|urination|vomiting|watching television,Peter Sollett,Victor Rasuk,Melonie Diaz,Judy Marte
Pandora's Box , Black and White,German,Germany,Crime|Drama|Romance,Not Rated,escape|femme fatale|german expressionism|lust|violence,Georg Wilhelm Pabst,Louise Brooks,Francis Lederer,Fritz Kortner
Harrison Montgomery ,Color,English,USA,Drama,,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,Daniel Davila,Martin Landau,Melora Walters,Diane Baker
Live-In Maid ,Color,Spanish,Argentina,Drama,Unrated,buenos aires argentina|economics|housekeeper|maid|servant,Jorge Gaggero,Norma Aleandro,Hilda Bernard,Claudia Lapacó
Deterrence ,Color,English,France,Drama|Thriller,R,colorado|diner|iraq|nuclear missile|president,Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton
The Mudge Boy ,Color,English,USA,Crime|Drama|Romance,R,death|farm|fur coat|grief|misfit,Michael Burke,Zachary Knighton,Tom Guiry,Ryan Donowho
The Young Unknowns ,Color,English,USA,Drama,R,based on play|independent film,Catherine Jelski,Leslie Bibb,Eion Bailey,Arly Jover
Not Cool ,Color,English,USA,Comedy,Not Rated,,Shane Dawson,Shane Dawson,Kurt Angle,Cherami Leigh
Dead Snow ,Color,Norwegian,Norway,Comedy|Horror,Not Rated,medical student|nazi|snow|snowmobile|zombie,Tommy Wirkola,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp
Saints and Soldiers ,Color,English,USA,Action|Adventure|Drama|War,PG-13,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne
Vessel ,Color,English,USA,Horror|Sci-Fi|Short|Thriller,,alien|flight attendant|monster|pilot|tentacle,Clark Baker,Taylor Pigeon,Alan Pietruszewski,Whit Spurgeon
American Graffiti ,Color,English,USA,Comedy|Drama|Music,PG,california|car|drag racing|high school|rock 'n' roll,George Lucas,Harrison Ford,Ron Howard,Mackenzie Phillips
Iraq for Sale: The War Profiteers ,Color,English,USA,Documentary|War,,american politics|armed forces|political corruption|shady|war profiteer,Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko
Aqua Teen Hunger Force Colon Movie Film for Theaters ,Color,English,USA,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,R,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan
Safety Not Guaranteed ,Color,English,USA,Comedy|Drama|Romance,R,classified ad|intern|magazine|time machine|time travel,Colin Trevorrow,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin
Kevin Hart: Laugh at My Pain ,Color,English,USA,Comedy|Documentary,R,stand up comedy,Leslie Small,Isaac C. Singleton Jr.,Larry King,Jeanette Branch
Kill List ,Color,English,UK,Crime|Horror|Thriller,Not Rated,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,Ben Wheatley,MyAnna Buring,Ben Crompton,Neil Maskell
The Innkeepers ,Color,English,USA,Horror,R,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,Ti West,Lena Dunham,Jake Ryan,Pat Healy
The Unborn ,Color,English,USA,Drama|Fantasy|Horror|Mystery|Thriller,PG-13,babysitting|experiment|nightmare|possession|twin,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan
The Conformist ,Color,Italian,Italy,Drama,R,fascist|gun|italy|nudity|sexuality,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda
Interview with the Assassin ,Color,English,USA,Drama,R,conspiracy theory|kennedy assassination|mock documentary|paranoia,Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia
Donkey Punch ,Color,English,UK,Crime|Drama|Horror|Thriller,R,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,Oliver Blackburn,Julian Morris,Nichola Burley,Tom Burke
All the Boys Love Mandy Lane ,Color,English,USA,Horror,R,drugs|female nudity|party|voyeur|voyeurism,Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able
Bled ,Color,English,USA,Horror,R,artist|blood|drug|tree sap|vampire,Christopher Hutson,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow
High Noon , Black and White,English,USA,Thriller|Western,PG,appeasement|frontier justice|justice|one against many|street shootout,Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.
Hoop Dreams ,Color,English,USA,Documentary|Drama|Sport,PG-13,athlete|basketball|high school|high school student|school,Steve James,William Gates,Arthur Agee,Isiah Thomas
Rize ,Color,English,USA,Documentary|Music,PG-13,clown|clowning|dance|gang|south central los angeles,David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown
Destiny ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,,first person shooter,Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari
L.I.E. ,Color,English,USA,Crime|Drama,NC-17,ephebophile|pederasty|pedophilia|playing hooky|shaving,Michael Cuesta,Adam LeFevre,Bruce Altman,Walter Masterson
The Sisterhood of Night ,Color,English,USA,Drama|Mystery|Thriller,PG-13,accused of witchcraft|based on short story,Caryn Waechter,Laura Fraser,Kara Hayward,Louis Ozawa Changchien
B-Girl ,Color,English,USA,Drama|Music|Romance,PG-13,brooklyn new york city|los angeles california|teacher|trauma|violence,Emily Dell,Aimee Garcia,Wesley Jonathan,Drew Sidora
King Kong ,Color,English,New Zealand,Action|Adventure|Drama|Romance,PG-13,animal name in title|ape abducts a woman|gorilla|island|king kong,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke
House of Wax ,Color,English,Australia,Horror,R,brother sister relationship|group of friends|male nudity|twin|wax,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt
Half Nelson ,Color,English,USA,Drama,R,bathroom|classroom|dialectics|drugs|student,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima
Naturally Native ,Color,English,USA,Drama,PG-13,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,Jennifer Wynne Farmer,Irene Bedard,Akima,Max Gail
Hav Plenty ,Color,English,USA,Comedy,R,friend|new year's eve|screwball|self discovery|social differences,Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell
Adulterers ,Color,English,USA,Crime|Drama|Thriller,,cheating husband|female nudity|male nudity|male rear nudity|revenge,H.M. Coakley,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre
Escape from Tomorrow , Black and White,English,USA,Fantasy|Horror,Not Rated,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas
Starsuckers ,Color,English,UK,Documentary,,celebrity|consumerism|fashion|media manipulation,Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John
The Hadza: Last of the First ,Color,English,USA,Documentary,,east africa|hunter gatherer|indigenous|rift valley|swahili,Bill Benenson,Alfre Woodard,Dave Fennoy,Jane Goodall
After ,Color,English,USA,Fantasy|Horror|Mystery|Thriller,PG-13,coma|crash,Ryan Smith,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra
Treachery ,Color,English,USA,Drama|Thriller,,panties|white panties,Travis Romero,Matthew Ziff,Lorraine Ziff,Michael Biehn
Walter ,Color,English,USA,Comedy|Drama,,based on short film|based on short story,Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen
Top Hat , Black and White,English,USA,Comedy|Musical|Romance,Approved,dance|dancer|dancing|horse|tap dancing,Mark Sandrich,Ginger Rogers,Edward Everett Horton,Eric Blore
The Blair Witch Project , Black and White,English,USA,Horror,R,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams
Woodstock ,Color,English,USA,Documentary|History|Music,R,drugs|hippie|music festival|the who|woodstock,Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez
The Kentucky Fried Movie ,Color,English,USA,Comedy,R,fake commercial|fake newscast|fake trailer|parody|spoof,John Landis,David Zucker,Barry Dennen,Tara Strohmeier
Mercy Streets ,Color,English,USA,Action|Crime|Drama,PG-13,church|cigarette smoking|deacon|twin brother|twins,Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros
Arnolds Park ,Color,English,USA,Mystery|Thriller,PG-13,,Gene Teigland,Kendyl Joi,Matthew Feeney,Tac Fitzgerald
Broken Vessels ,Color,English,USA,Drama,R,independent film|katana sword|los angeles storm drain,Scott Ziehl,William Smith,Jason London,Brent David Fraser
Water & Power ,Color,English,USA,Crime|Drama,Not Rated,,Richard Montoya,Nicholas Gonzalez,Angela Nordeng,Exie Booker
They Will Have to Kill Us First ,Color,French,UK,Documentary,,,Johanna Schwartz,Aliou Touré,Garba Touré,Khaira Arby
Crop Circles: Quest for Truth ,Color,English,USA,Documentary,,crop circle|intelligence|paranormal|phenomenon|universe,William Gazecki,Karen Alexander,Colin Andrews,Francine Blake
Light from the Darkroom ,Color,English,USA,Action|Drama|Thriller,PG-13,china|faith|panama|photography|suspense,Lance McDaniel,Russell Wong,Steven Michael Quezada,Lymari Nadal
Irreplaceable ,Color,French,France,Comedy|Drama,,doctor|hospital|mayor|no opening credits|title at the end,Thomas Lilti,François Cluzet,Félix Moati,Marianne Denicourt
The Maid's Room ,Color,English,USA,Thriller,,,Michael Walker,Paula Garcés,Annabella Sciorra,John Brodsky
A Hard Day's Night , Black and White,English,UK,Comedy|Musical,Approved,boy|concert|drummer|manager|television,Richard Lester,Paul McCartney,Ringo Starr,George Harrison
The Harvest/La Cosecha ,Color,English,USA,Documentary,,child labor|education|hispanic|labor|migration,U. Roberto Romano,,,
Love Letters ,Color,English,USA,Drama|Romance,R,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan
Julija in alfa Romeo ,Color,Slovenian,Slovenia,Comedy,,,Blaz Zavrsnik,Dario Nozic Serini,Spela Colja,Andrej Nahtigal
Fireproof ,Color,English,USA,Drama|Romance,PG,christian film|dare|firefighter|internet pornography|marriage,Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea
Faith Connections ,Color,Hindi,India,Biography|Documentary|Drama,,faith|ganja|kumbh mela|little boy|orphan,Pan Nalin,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari
Benji ,Color,English,USA,Adventure|Family|Romance,G,animal abuse|cat|dog|dog movie|tween girl,Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan
Open Water ,Color,English,USA,Adventure|Biography|Drama|Horror|Thriller,R,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis
High Road ,Color,English,USA,Comedy,R,,Matt Walsh,Joe Lo Truglio,Matt Jones,Abby Elliott
Kingdom of the Spiders ,Color,English,USA,Horror|Sci-Fi,PG,death|farm|hotel|spider|tarantula,John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling
Mad Hot Ballroom ,Color,English,USA,Documentary|Family|Music,PG,ballroom dancing|new york city|poise|self confidence|teacher,Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett
The Station Agent ,Color,English,USA,Comedy|Drama,R,abandoned|depot|dwarf|newfoundland new jersey|train,Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés
To Save a Life ,Color,English,USA,Drama,PG-13,basketball|beer pong|childhood friend|christian|suicide,Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin
Wordplay ,Color,English,USA,Documentary,PG,comedian|crossword puzzle|editor|new york times|puzzle,Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole
Beyond the Mat ,Color,English,USA,Biography|Documentary|Sport,R,championship|drugs|three word title|wrestler|wrestling,Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley
The Singles Ward ,Color,English,USA,Comedy|Drama|Romance,PG,church|love|marriage|mormon|single,Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts
Osama ,Color,Dari,Afghanistan,Drama,PG-13,boy|girl|hair|school|taliban,Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati
Sholem Aleichem: Laughing in the Darkness ,Color,English,USA,Documentary,Unrated,jewish identity,Joseph Dorman,Rachel Dratch,Peter Riegert,Jason Kravits
Groove ,Color,English,USA,Drama|Music,R,dj|ecstasy the drug|rave|raver|warehouse,Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood
The R.M. ,Color,English,USA,Comedy|Crime|Family,PG,latter day saints|missionary|pickup truck|police|video camera,Kurt Hale,Kirby Heyborne,Big Budah,Curt Doussett
Twin Falls Idaho ,Color,English,USA,Drama,R,conjoined twins|independent film|low budget film|separation|twin,Michael Polish,Sasha Alexander,William Katt,Jon Gries
Mean Creek ,Color,English,USA,Crime|Drama,R,boat|bully|dare|friend|river,Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan
Hurricane Streets , Black and White,English,USA,Crime|Drama|Romance,R,gang|new mexico|prison|smuggling|theft,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen
Never Again ,Color,English,USA,Comedy|Romance,R,bar|gay bar|love|mother son relationship|new york,Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean
Civil Brand ,Color,English,USA,Crime|Drama|Thriller,R,abuse of power|friendship|prison|prison guard|title directed by female,Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell
Lonesome Jim ,Color,English,USA,Comedy|Drama,R,bail|coma|dart board|indiana|ladder factory,Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place
Drinking Buddies ,Color,English,USA,Comedy|Drama|Romance,R,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Color,English,USA,Documentary,,stage magician,Molly Bernstein,David Mamet,Ricky Jay,Dick Cavett
Seven Samurai , Black and White,Japanese,Japan,Action|Adventure|Drama,Unrated,16th century|battle|japan|practice|samurai,Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara
The Other Dream Team ,Color,English,USA,Documentary|Sport,Not Rated,basketball|basketball team|grateful dead|lithuanian|olympics,Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart
Johnny Suede , Black and White,English,Switzerland,Comedy|Music|Romance,R,idol|musician|vomiting|watching television|wyoming,Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave
Finishing the Game: The Search for a New Bruce Lee ,Color,English,USA,Comedy,Not Rated,bruce lee|jeet kune do|karate|satire|spoof,Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen
Rubber ,Color,English,France,Comedy|Fantasy|Horror,R,desert|dump|show|spectator|tire,Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette
Home ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG,alien friendship|alien invasion|australia|flying car|mother daughter relationship,Tim Johnson,Jim Parsons,Matt Jones,April Winchell
Kiss the Bride ,Color,English,USA,Comedy|Romance,R,best friend|high school|love|secret|wedding,C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown
The Slaughter Rule ,Color,English,USA,Drama|Sport,R,cheerleader|father son relationship|football coach|loss of father|mother son relationship,Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears
Monsters ,Color,English,UK,Drama|Sci-Fi|Thriller,R,alien|alien invasion|destroyed building|destruction|mexico,Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter
The Californians ,Color,English,USA,Drama,PG,based on novel,Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas
The Living Wake ,Color,English,USA,Comedy,PG-13,artist|black comedy,Sol Tryon,Jim Gaffigan,Ann Dowd,Matthew Cowles
Detention of the Dead ,Color,English,USA,Comedy|Horror,Not Rated,based on play|blood|independent film|teenager|zombie,Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler
Crazy Stone ,Color,Mandarin,China,Comedy|Crime,,bankruptcy|crystal|father son relationship|heist|shower,Hao Ning,Bo Huang,Zheng Xu,Zhonghua Chen
Scott Walker: 30 Century Man ,Color,English,UK,Biography|Documentary|Music,,avant garde|british pop|character name in title|musician|number in title,Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn
Everything Put Together ,Color,English,USA,Drama,R,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally
Good Kill ,Color,English,USA,Drama|Thriller,R,cigarette butt|drone|funeral procession|nellis air force base|taliban,Andrew Niccol,Bruce Greenwood,Zoë Kravitz,Stafford Douglas
Insomnia Manica ,Color,English,USA,Thriller,,,Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang
The Outrageous Sophie Tucker ,Color,English,USA,Documentary,,,William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett
Now Is Good ,Color,English,UK,Drama|Romance,PG-13,death|dying|leukemia|teenage girl|terminal illness,Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine
Girls Gone Dead ,Color,English,USA,Comedy|Horror,R,mini skirt|party|spring break|voyeur|war hammer,Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza
America Is Still the Place ,Color,English,USA,History,,,Patrick Gilles,Emma Caulfield,Dylan Baker,Mike Colter
Subconscious ,Color,English,USA,Action|Mystery|Thriller,R,military|submarine|suspense|time travel|world war two,Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham
Crossroads ,Color,English,USA,Comedy|Drama,PG-13,audition|friendship|graduation|high school graduation|love,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen
Enter Nowhere ,Color,English,USA,Mystery|Thriller,R,cabin|going in circles|pac man|stranger|woods,Jack Heller,Shaun Sipos,Katherine Waterston,Christopher Denham
The King of Najayo ,Color,Spanish,Dominican Republic,Crime|Drama,R,,Fernando Baez Mella,Manny Perez,Christian Alvarez,Claudette Lalí
Fight to the Finish ,Color,English,USA,Action|Romance|Sport,PG-13,fighting|karate,Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Vincent De Paul
Alleluia! The Devil's Carnival ,Color,English,USA,Horror|Musical,,carnival|devil|redemption|reference to god,Darren Lynn Bousman,Paul Sorvino,Barry Bostwick,Terrance Zdunich
The Sound and the Shadow ,Color,English,USA,Comedy|Mystery|Thriller,R,,Justin Paul Miller,Mary Kate Wiles,Jennifer Landa,Felix Avitia
Rodeo Girl ,Color,English,USA,Family,PG,,Joel Paul Reisig,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes
Born to Fly: Elizabeth Streb vs. Gravity ,Color,English,USA,Action|Biography|Documentary|Sport,,three word title,Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders
The Little Ponderosa Zoo ,Color,English,USA,Family,,,Luke Dye,Mike Stanley,Jeff Delaney,Jamison Stalsworth
