,movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
4271,Touching the Void ,Color,English,UK,Adventure|Documentary|Drama|Sport,R,bone|climbing|crevasse|partner|rope,Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson
4272,Alexander's Ragtime Band , Black and White,English,USA,Drama|Musical|Romance,Approved,band|dance|ragtime|singer|violinist,Henry King,Tyrone Power,Don Ameche,John Carradine
4273,Me and You and Everyone We Know ,Color,English,USA,Comedy|Drama,R,fellatio|seven word title|shoe salesman|title directed by female|written by director,Miranda July,Najarra Townsend,Brad William Henke,Miranda July
4274,Inside Job ,Color,English,USA,Crime|Documentary,PG-13,florida|iceland|interview|new york city new york|recession,Charles Ferguson,Matt Damon,George W. Bush,Barney Frank
4275,We Are Your Friends ,Color,English,UK,Drama|Music|Romance,R,box office flop|critically bashed|male objectification|narcissism|wannabe dj,Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston
4276,Ghost Dog: The Way of the Samurai ,Color,English,France,Action|Crime|Drama|Thriller,R,african american|code|dog|pigeon|samurai,Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow
4277,Harsh Times ,Color,English,USA,Action|Crime|Drama|Thriller,R,blood splatter|friend|lapd|mexican|violence,David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi
4278,Captive ,Color,English,USA,Crime|Drama|Thriller,PG-13,auto theft|based on true story|drug addict|kidnapping|violence,Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel
4279,Full Frontal ,Color,English,USA,Comedy|Romance,R,birthday|friend|hollywood|party|sex,Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood
4280,Witchboard ,Color,English,UK,Horror|Mystery|Thriller,R,evil spirit|hatchet|ouija|ouija board|psychopathic killer,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie
4281,Strangers with Candy             ,Color,English,USA,Comedy,TV-14,alternative comedy|female protagonist|high school|social satire|three word title,,Stephen Colbert,Amy Sedaris,Maria Thayer
4282,Hamlet ,Color,English,UK,Drama,PG-13,classic literature|denmark|funeral|madness|prince,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers
4283,Shortbus ,Color,English,USA,Comedy|Drama|Romance,Unrated,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker
4284,Waltz with Bashir ,Color,Hebrew,Israel,Animation|Biography|Documentary|Drama|History|War,R,bar|dog|interview|lebanon|nightmare,Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon
4285,"The Book of Mormon Movie, Volume 1: The Journey ",Color,English,USA,Adventure,PG-13,jerusalem|journey|promised land|ship|wilderness,Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold
4286,No End in Sight ,Color,English,USA,Documentary|War,,american politics|iraq|iraq war|occupation|white house,Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld
4287,The Diary of a Teenage Girl ,Color,English,USA,Drama|Romance,R,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon
4288,Get Real             ,Color,English,USA,Comedy|Drama|Romance,,breaking the fourth wall|brother brother relationship|high school friends|imperative in title|skateboard,,Anne Hathaway,Jon Tenney,Debrah Farentino
4289,In the Shadow of the Moon , Black and White,English,UK,Documentary|History,PG,1960s|astronaut|moon|nasa|spacecraft accident,David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong
4290,Meek's Cutoff ,Color,English,USA,Drama|Western,PG,desert|oregon|survival|trust|water,Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson
4291,Inside Deep Throat , Black and White,English,USA,Biography|Documentary|History,NC-17,clitoris|deep throat|fellatio|oral sex|porn industry,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace
4292,Dinner Rush ,Color,English,USA,Crime|Drama|Romance,R,detective|food|gangster|police|restaurant,Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu
4293,Clockwatchers ,Color,English,UK,Comedy|Drama,PG-13,office|office politics|photo booth|snobbery|title directed by female,Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy
4294,The Virginity Hit ,Color,English,USA,Comedy,R,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman
4295,Subway ,Color,French,France,Comedy|Drama|Thriller,R,band|blackmail|safe|subway|train,Luc Besson,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade
4296,House of D ,Color,English,USA,Comedy|Drama,PG-13,artist|butchery|catholic|catholic school|friend,David Duchovny,Robin Williams,Mark Margolis,Frank Langella
4297,Teeth ,Color,English,USA,Comedy|Fantasy|Horror|Thriller,R,high school|purity|stepbrother|temptation|vagina dentata,Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley
4298,Six-String Samurai ,Color,English,USA,Action|Adventure|Comedy|Drama|Music|Sci-Fi,PG-13,boy|guitar|orphan|rock 'n' roll|sword,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo
4299,Hum To Mohabbat Karega ,Color,Hindi,India,Action|Comedy|Romance|Thriller,,elevator|news reporter|police|restaurant|waiter,Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor
4300,It's All Gone Pete Tong ,Color,English,UK,Biography|Comedy|Drama|Music,R,deafness|disappearance|ears|ibiza|musician,Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan
4301,Saint John of Las Vegas ,Color,English,USA,Comedy|Drama,R,city name in title|male frontal nudity|place name in title,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco
4302,24 7: Twenty Four Seven , Black and White,English,UK,Comedy|Drama|Romance|Sport,R,fight|gang|hiking|wales|working class,Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins
4303,Stonewall ,Color,English,USA,Drama,R,box office flop|critically bashed|gay rights|new york city|stonewall riots,Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven
4304,Eureka             ,Color,English,USA,Comedy|Drama|Sci-Fi,TV-14,alternate reality|pacific northwest|small town|small town life|small town sheriff,,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield
4305,Roadside Romeo ,Color,Hindi,India,Animation|Comedy|Family|Romance,PG,india|love|love at first sight|mumbai india|reference to edward scissorhands,Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
4306,This Thing of Ours ,Color,English,USA,Crime|Drama,Not Rated,gangster|heist|internet|mafia|miami florida,Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito
4307,The Lost Medallion: The Adventures of Billy Stone ,Color,English,Thailand,Adventure|Family|Fantasy,PG,cave|cobra|island|medallion|waterfall,Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar
4308,The Last Five Years ,Color,English,USA,Comedy|Drama|Musical|Romance,PG-13,based on play|number in title,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona
4309,The Missing Person ,Color,English,USA,Drama,,cellphone|detective|missing person|private detective|train,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein
4310,Return of the Living Dead III ,Color,English,USA,Horror|Romance|Sci-Fi,R,female nudity|living dead|self mutilation|sequel|zombie,Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas
4311,London ,Color,English,UK,Drama|Romance,R,bar|coke|drugs|party|snorting,Hunter Richards,Jason Statham,Chris Evans,Dane Cook
4312,Sherrybaby ,Color,English,USA,Drama,R,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst
4313,Stealing Harvard ,Color,English,USA,Comedy|Crime,PG-13,black humor|crying during sex|harvard|humor|man with glasses,Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn
4314,Circle ,Color,English,USA,Drama|Horror|Mystery|Sci-Fi|Thriller,Not Rated,alien abduction|debate|lesbian|pregnant|spaceship,Aaron Hann,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
4315,Eden Lake ,Color,English,UK,Horror|Thriller,R,camping|forest|lake|stabbed with glass|vomiting,James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley
4316,Plush ,Color,English,USA,Thriller,R,gay interest|guitarist|obsessed fan|seduction|sex scene,Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte
4317,Vampire Killers ,Color,English,UK,Action|Comedy|Fantasy|Horror,R,blood|breasts|female nudity|lesbian|vampire,Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca
4318,Gangster's Paradise: Jerusalema ,Color,English,South Africa,Action|Crime|Drama,R,carjacking|drug lord|johannesburg south africa|police|post apartheid,Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs
4319,Freeze Frame ,Color,English,UK,Crime|Drama|Thriller,R,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler,John Simpson,Colin Salmon,Lee Evans,Ian McNeice
4320,Grave Encounters ,Color,English,Canada,Horror,Not Rated,ghost|ghost hunting|labyrinth|paranormal|reality show,Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko
4321,Stitches ,Color,English,Ireland,Comedy|Horror,R,cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin,Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran
4322,Nine Dead ,Color,English,USA,Crime|Drama|Horror|Mystery|Thriller,R,betrayal|car|connection|death|gun,Chris Shadley,Daniel Baldwin,William Lee Scott,Marc Macaulay
4323,"To Be Frank, Sinatra at 100 ",Color,English,UK,Documentary,,,Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh
4324,Bananas ,Color,English,USA,Comedy,GP,fictitious country|latin america|president|rebellion|reference to fidel castro,Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser
4325,Supercapitalist ,Color,English,USA,Thriller,Not Rated,,Simon Yin,Paul Sheehan,Linus Roache,Kathy Uyen
4326,Rockaway ,Color,English,USA,Action|Crime|Drama|Thriller,R,one word title,Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira
4327,Wings             ,Color,English,USA,Comedy|Drama,,1990s|brother brother relationship|nantucket island|one word title|sister sister relationship,,Steven Weber,Tim Daly,Amy Yasbeck
4328,The Lady from Shanghai , Black and White,English,USA,Crime|Drama|Film-Noir|Mystery|Thriller,Not Rated,law partner|murder|partner|seaman|yacht,Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia
4329,No Man's Land: The Rise of Reeker ,Color,English,USA,Horror|Thriller,R,death|desert|robber|sheriff|waitress,Dave Payne,Mircea Monroe,Lew Temple,Robert Pine
4330,Highway ,Color,English,USA,Crime|Drama,R,1990s|homoeroticism|reference to kurt cobain|road trip|year 1994,James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston
4331,Small Apartments ,,English,USA,Comedy|Crime|Drama,R,fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine,Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas
4332,Coffee Town ,Color,English,USA,Comedy,,barista|coffee|coffee shop|fight|insult,Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton
4333,The Ghastly Love of Johnny X , Black and White,English,USA,Comedy|Fantasy|Musical|Sci-Fi,Not Rated,1950s|independent film|outlaw|trial,Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams
4334,All Is Bright ,Color,English,USA,Comedy|Drama,R,christmas tree|french canadian|new york|salesman,Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann
4335,The Torture Chamber of Dr. Sadism ,Color,German,West Germany,Horror|Mystery,M,count|drawn and quartered|tied up|torture chamber|torture device,Harald Reinl,Christopher Lee,Lex Barker,Karin Dor
4336,Straight A's ,Color,English,USA,Comedy|Drama,R,addict|paternity|rascal|swimming pool|texas,James Cox,Jon Mack,Powers Boothe,Josh Meyers
4337,A Funny Thing Happened on the Way to the Forum ,Color,English,USA,Comedy|Musical,Approved,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers
4338,Slacker Uprising ,Color,English,USA,Documentary,,character name in title|election campaign|presidential election,Michael Moore,Michael Moore,Eddie Vedder,Steve Earle
4339,The Legend of Hell's Gate: An American Conspiracy ,Color,English,USA,Action|Adventure|History|Western,PG-13,1800s|doc holliday|robbers|sheriff|texas,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower
4340,The Walking Deceased ,Color,English,USA,Comedy|Horror,R,zombie|zombie spoof,Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan
4341,The Curse of Downers Grove ,Color,English,USA,Drama|Horror|Mystery|Thriller,,,Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold
4342,Shark Lake ,Color,English,USA,Thriller,Not Rated,blood|daughter|jail|police|shark,Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke
4343,River's Edge , Black and White,English,USA,Crime|Drama,R,death|friend|high school|murder|police,Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye
4344,Northfork ,Color,English,USA,Drama|Fantasy,PG-13,boy|caretaker|dam|evacuation|orphanage,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries
4345,The Marine 4: Moving Target ,Color,English,USA,Action|Thriller,R,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis
4346,Buried ,Color,English,Spain,Drama|Mystery|Thriller,R,buried alive|coffin|iraq|one person|single set production,Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino
4347,Submarine ,Color,English,UK,Comedy|Drama|Romance,R,15 year old|school|teen comedy|teen movie|virginity,Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins
4348,The Square ,Color,Arabic,Egypt,Documentary|Drama|History|News,Not Rated,,Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
4349,One to Another ,Color,French,France,Drama,Unrated,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier
4350,Carrie ,Color,English,USA,Drama|Fantasy|Horror,R,outcast|prom|self injury|telekinesis|tragic event,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday
4351,ABCD (Any Body Can Dance) ,Color,Hindi,India,Drama|Musical,Not Rated,,Remo,Lauren Gottlieb,Remo,Prabhudheva
4352,A Nightmare on Elm Street ,Color,English,USA,Horror,X,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss
4353,Man on Wire ,Color,English,UK,Biography|Crime|Documentary|History|Thriller,PG-13,new york city|passion|reenactment|rooftop|tower,James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau
4354,Abandoned ,Color,English,New Zealand,Drama,,boat|one word title|sea|storm|survivor,John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash
4355,Brotherly Love ,Color,English,USA,Drama,R,basketball|burglary|police|robbery|teenage girl,Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love
4356,The Last Exorcism ,Color,English,France,Drama|Horror|Thriller,PG-13,cult film|documentary crew|exorcism|found footage|satanic ritual,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian
4357,Nowhere Boy ,Color,English,UK,Biography|Drama|Music,R,1960s|childhood|friendship|love|the beatles,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
4358,A Streetcar Named Desire , Black and White,English,USA,Drama,PG,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter
4359,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb , Black and White,English,USA,Comedy,PG,bomber|doomsday|general|u.s. president|war room,Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn
4360,El crimen del padre Amaro ,Color,Spanish,Mexico,Drama|Romance,R,church|love|mexico|politics|priest,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.
4361,Beasts of the Southern Wild ,Color,English,USA,Drama|Fantasy,PG-13,auroch|community|hospital|illness|six year old,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry
4362,Battle for the Planet of the Apes ,Color,English,USA,Action|Sci-Fi,G,ape|general|gorilla|outer space|planet of the apes,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins
4363,Songcatcher ,Color,English,USA,Drama|Music,PG-13,doctor|mountain|musician|song|university,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams
4364,Higher Ground ,Color,English,USA,Drama,R,1960s|belief in the afterlife|domestic violence|faith|minister,Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus
4365,Vaalu ,Color,Tamil,India,Comedy|Romance,,,Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam
4366,The Greatest Movie Ever Sold ,Color,English,USA,Comedy|Documentary,PG-13,advertising|movie in title|product placement,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump
4367,Ed and His Dead Mother , Black and White,English,USA,Comedy|Horror,PG-13,based on ed gein|dog|hyperactive|macabre|zombie,Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries
4368,Travelers and Magicians ,Color,Dzongkha,Australia,Adventure|Drama,,bhutan|buddhist|monk|storytelling|weaver,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga
4369,Hang 'Em High ,Color,English,USA,Western,M,imperative in title|judge|marshal|murder|vigilante,Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.
4370,Deadline - U.S.A. , Black and White,English,USA,Crime|Drama|Film-Noir,,editor|gangster|newspaper|organized crime|press,Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter
4371,Sublime ,Color,English,USA,Horror|Thriller,R,birthday|birthday party|colonoscopy|hospital|surgery,Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar
4372,A Beginner's Guide to Snuff ,Color,English,USA,Comedy|Horror|Thriller,,,Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson
4373,Independence Daysaster ,Color,English,Canada,Action|Sci-Fi,PG-13,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella
4374,Dysfunctional Friends ,Color,English,USA,Comedy|Drama,Not Rated,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali
4375,Run Lola Run , Black and White,German,Germany,Crime|Drama,R,bechdel test failed|money|multiple outcomes|repeated event|subway,Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde
4376,May ,Color,English,USA,Drama|Horror,R,case|doll|dry humor|friend|love,Lucky McKee,James Duval,Will Estes,Nora Zehetner
4377,Against the Wild ,Color,English,Canada,Adventure|Family,PG,cave|salmon,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt
4378,Living Dark: The Story of Ted the Caver ,Color,English,USA,Horror,PG-13,brother|cave|caver|dark|funeral,David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski
4379,Under the Same Moon ,Color,Spanish,Mexico,Adventure|Drama,PG-13,12 year old|boy|mexican|mexican immigrant|mexico,Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo
4380,Conquest of the Planet of the Apes ,Color,English,USA,Action|Sci-Fi,PG,ape|future|intelligence|revolution|slave revolt,J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph
4381,In the Bedroom ,Color,English,USA,Crime|Drama,R,doctor|maine|only son|school choir|summer,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen
4382,I Spit on Your Grave ,Color,English,USA,Horror|Thriller,R,horror movie remake|rape|rape and revenge|rape victim|revenge,Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese
4383,"Happy, Texas ",Color,English,USA,Comedy|Crime|Romance,PG-13,banker|beauty pageant|escaped convict|gay|pageant,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam
4384,My Summer of Love ,Color,English,UK,Drama|Romance,R,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews
4385,The Lunchbox ,Color,Hindi,India,Drama|Romance,PG,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey
4386,Yes ,Color,English,UK,Drama|Romance,R,beach|lebanese|loss|muslim|restaurant,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas
4387,You Can't Take It with You , Black and White,English,USA,Comedy|Drama|Romance,Approved,eccentric|friend|house|monopoly|stenographer,Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore
4388,From Here to Eternity , Black and White,English,USA,Drama|Romance|War,Not Rated,boxing|captain|hawaii|love|sergeant,Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr
4389,She Wore a Yellow Ribbon ,Color,English,USA,Western,Unrated,captain|cavalry|fort|retirement|yellow ribbon,John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen
4390,Grace Unplugged ,Color,English,USA,Drama|Music,PG,christianity|love|reference to justin bieber|reference to taylor swift|worship,Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds
4391,Foolish ,Color,English,USA,Comedy|Drama,R,accidental killing|drug humor|profanity|sexual humor|stand up comedy,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs
4392,N-Secure ,Color,English,USA,Crime|Drama|Thriller,R,betrayal|family relationships|insecurity|murder|passive aggression,David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe
4393,Caramel ,Color,Arabic,France,Comedy|Drama|Romance,PG,caramel|friendship|police|secret|suitor,Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki
4394,Out of the Dark ,Color,English,USA,Horror|Thriller,R,haunted house,Lluís Quílez,Stephen Rea,Pixie Davies,Alejandro Furth
4395,The Bubble ,Color,Hebrew,Israel,Comedy|Drama|Romance,Unrated,gay|hairy chest|homosexual|israel|male nudity,Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid
4396,The Conversation ,Color,English,USA,Drama|Mystery|Thriller,PG,corruption|neo noir|recording|saxophone|surveillance,Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams
4397,Dil Jo Bhi Kahey... ,Color,English,India,Romance,,,Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla
4398,Mississippi Mermaid ,Color,French,France,Crime|Drama|Romance,R,antibes|hotel|island|reunion|reunion island,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet
4399,I Love Your Work ,Color,English,USA,Drama|Mystery,R,film student|marriage|mental breakdown|movie star|obsession,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt
4400,Cabin Fever ,Color,English,USA,Horror,Not Rated,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis
4401,Dawn of the Dead ,Color,English,USA,Action|Horror|Thriller,R,mall|mayhem|nurse|rear entry sex|survival horror,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer
4402,Waitress ,Color,English,USA,Comedy|Drama|Romance,PG-13,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison
4403,Bloodsport ,Color,English,USA,Action|Biography|Drama|Sport,R,hand to hand combat|hong kong|kumite|martial arts|tournament,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu
4404,Mr. Smith Goes to Washington , Black and White,English,USA,Comedy|Drama,Not Rated,camp|corruption|governor|senate|u.s. senate,Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell
4405,Kids ,Color,English,USA,Drama,,coming of age|marijuana|rape|virgin|weed,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
4406,The Squid and the Whale ,Color,English,USA,Comedy|Drama,R,boy|divorce|tennis|tennis coach|writer,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline
4407,Kissing Jessica Stein ,Color,English,USA,Comedy|Drama|Romance,R,friend|friendship|journalist|new york city|personal ad,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek
4408,"A Woman, a Gun and a Noodle Shop ",Color,Mandarin,China,Comedy|Drama,R,betrayal|husband wife relationship|murder|noodles|salary,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni
4409,Kickboxer: Vengeance ,,,USA,Action,,,John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina
4410,Spellbound ,Color,English,USA,Film-Noir|Mystery|Romance|Thriller,Unrated,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll
4411,Exotica ,Color,English,Canada,Drama|Mystery|Romance,R,bird|cult film|egg|nightclub|toronto,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley
4412,Buffalo '66 ,Color,English,USA,Comedy|Crime|Drama|Romance,R,shower|stripper|tap dancing|underwear|undressing,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent
4413,Insidious ,Color,English,USA,Fantasy|Horror|Mystery|Thriller,PG-13,baby|boy|coma|demon|house,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman
4414,Repo Man ,Color,English,USA,Comedy|Crime|Sci-Fi|Thriller,R,punk|punk rocker|repossession|televangelist|ufo,Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval
4415,Nine Queens ,Color,Spanish,Argentina,Crime|Drama|Thriller,R,con artist|hotel|partner|scam|stamp,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice
4416,The Gatekeepers ,Color,Hebrew,Israel,Documentary|War,PG-13,interview|jerusalem|jewish|terrorism|terrorist bombing,Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri
4417,The Ballad of Jack and Rose ,Color,English,USA,Drama,R,commune|defecation|environmentalism|fellatio|island,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald
4418,The To Do List ,Color,English,USA,Comedy|Romance,R,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter
4419,Killing Zoe ,Color,English,France,Crime|Drama|Thriller,R,bank|bastille day|call girl|childhood friend|drugs,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
4420,The Believer , Black and White,English,USA,Drama,R,jew|jewish nazi|nazism|racism|skinhead,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix
4421,Snow Angels ,Color,English,USA,Drama|Romance,R,flashback|football game|school|small town|snow,David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan
4422,Unsullied ,Color,English,USA,Action|Horror|Thriller,R,,Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas
4423,Session 9 ,Color,English,USA,Horror|Mystery,R,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden
4424,I Want Someone to Eat Cheese With ,Color,English,USA,Comedy|Romance,R,cheese|city|ice cream|school|second city,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick
