,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
3773,Saw II,87025093,http://www.the-numbers.com/movie/Saw-II#tab=summary,5000000,10/28/2005,152925093,Saw II 
3774,Insidious Chapter 2,83586447,http://www.the-numbers.com/movie/Insidious-Chapter-2#tab=summary,5000000,9/13/2013,161921515,Insidious: Chapter 2 
3775,10 Cloverfield Lane,72082999,http://www.the-numbers.com/movie/10-Cloverfield-Lane#tab=summary,5000000,3/11/2016,106582999,10 Cloverfield Lane 
3777,Jackass: The Movie,64282312,http://www.the-numbers.com/movie/Jackass-The-Movie#tab=summary,5000000,10/25/2002,79282312,Jackass: The Movie 
3778,Lights Out,56536016,http://www.the-numbers.com/movie/Lights-Out-(2016)#tab=summary,5000000,7/22/2016,87536016,Lights Out 
3779,Paranormal Activity 4,53900335,http://www.the-numbers.com/movie/Paranormal-Activity-4#tab=summary,5000000,10/19/2012,140619520,Paranormal Activity 4 
3780,Ouija,50856010,http://www.the-numbers.com/movie/Ouija-(2014)#tab=summary,5000000,10/24/2014,103590271,Ouija 
3781,A Nightmare On Elm Street 3: Dream Warriors,44793222,http://www.the-numbers.com/movie/Nightmare-on-Elm-Street-3-Dream-Warriors-A#tab=summary,5000000,2/27/1987,44793222,A Nightmare on Elm Street 3: Dream Warriors 
3784,The Return of the Pink Panther,41833347,http://www.the-numbers.com/movie/Return-of-the-Pink-Panther#tab=summary,5000000,5/16/1975,41833347,The Return of the Pink Panther 
3785,The Robe,36000000,http://www.the-numbers.com/movie/Robe-The#tab=summary,5000000,9/16/1953,36000000,The Robe 
3786,Freddy's Dead: The Final Nightmare,34872033,http://www.the-numbers.com/movie/Freddys-Dead-The-Final-Nightmare#tab=summary,5000000,9/13/1991,34872033,Freddy's Dead: The Final Nightmare 
3787,Monster,34469210,http://www.the-numbers.com/movie/Monster#tab=summary,5000000,12/24/2003,64240813,Monster 
3788,Paranormal Activity: The Marked Ones,32462372,http://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones#tab=summary,5000000,1/3/2014,86362372,Paranormal Activity: The Marked Ones 
3790,Oculus,27695246,http://www.the-numbers.com/movie/Oculus#tab=summary,5000000,4/11/2014,44115496,Oculus 
3791,Dallas Buyers Club,27298285,http://www.the-numbers.com/movie/Dallas-Buyers-Club#tab=summary,5000000,11/1/2013,60611845,Dallas Buyers Club 
3792,No Escape,27288872,http://www.the-numbers.com/movie/No-Escape-(2014)#tab=summary,5000000,8/26/2015,39157326,No Escape 
3793,The Elephant Man,26010864,http://www.the-numbers.com/movie/Elephant-Man-The#tab=summary,5000000,10/3/1980,26010864,The Elephant Man 
3794,The Lazarus Effect,25801570,http://www.the-numbers.com/movie/Lazarus-Effect-The#tab=summary,5000000,2/27/2015,35341814,The Lazarus Effect 
3795,Memento,25544867,http://www.the-numbers.com/movie/Memento#tab=summary,5000000,3/16/2001,39723096,Memento 
3796,Our Idiot Brother,24814830,http://www.the-numbers.com/movie/Our-Idiot-Brother#tab=summary,5000000,8/26/2011,25861249,Our Idiot Brother 
3797,Clerks II,24148068,http://www.the-numbers.com/movie/Clerks-II#tab=summary,5000000,7/21/2006,27342246,Clerks II 
3799,Billy Elliot,21995263,http://www.the-numbers.com/movie/Billy-Elliot#tab=summary,5000000,10/13/2000,109280263,Billy Elliot 
3800,The Way Way Back,21502690,http://www.the-numbers.com/movie/Way-Way-Back-The#tab=summary,5000000,7/5/2013,26853810,The Way Way Back 
3801,"As Above, So Below",21222315,http://www.the-numbers.com/movie/As-Above-So-Below#tab=summary,5000000,8/29/2014,41799626,"As Above, So Below "
3802,The Apostle,20733485,http://www.the-numbers.com/movie/Apostle-The#tab=summary,5000000,12/17/1997,21277770,The Apostle 
3803,The Man From Snowy River,20659423,http://www.the-numbers.com/movie/Man-From-Snowy-River-The#tab=summary,5000000,11/3/1982,20659423,The Man from Snowy River 
3804,House Party 2,19438638,http://www.the-numbers.com/movie/House-Party-2#tab=summary,5000000,10/23/1991,19438638,House Party 2 
3805,Doug's 1st Movie,19421271,http://www.the-numbers.com/movie/Dougs-1st-Movie#tab=summary,5000000,3/26/1999,19421271,Doug's 1st Movie 
3806,Race,19115191,http://www.the-numbers.com/movie/Race-(2015)#tab=summary,5000000,2/19/2016,22141647,Race 
3807,Mommie Dearest,19032000,http://www.the-numbers.com/movie/Mommie-Dearest#tab=summary,5000000,9/18/1981,25032000,Mommie Dearest 
3808,Still Alice,18656400,http://www.the-numbers.com/movie/Still-Alice#tab=summary,5000000,1/16/2015,41699612,Still Alice 
3810,Apollo 18,17686929,http://www.the-numbers.com/movie/Apollo-18#tab=summary,5000000,9/2/2011,26517819,Apollo 18 
3811,Addicted,17390770,http://www.the-numbers.com/movie/Addicted#tab=summary,5000000,10/10/2014,17499242,Addicted 
3813,Halloween:  The Curse of Michael Myers,15126948,http://www.the-numbers.com/movie/Halloween-The-Curse-of-Michael-Myers#tab=summary,5000000,9/29/1995,15126948,Halloween: The Curse of Michael Myers 
3814,The Egyptian,15000000,http://www.the-numbers.com/movie/Egyptian-The#tab=summary,5000000,1/1/1954,15000000,The Egyptian 
3815,Eve's Bayou,14843425,http://www.the-numbers.com/movie/Eves-Bayou#tab=summary,5000000,11/7/1997,14843425,Eve's Bayou 
3816,Nighthawks,14600000,http://www.the-numbers.com/movie/Nighthawks#tab=summary,5000000,4/10/1981,19600000,Nighthawks 
3818,Spring Breakers,14124286,http://www.the-numbers.com/movie/Spring-Breakers#tab=summary,5000000,3/15/2013,31149251,Spring Breakers 
3819,Y Tu MamÃ¡ TambiÃ©n,13649881,http://www.the-numbers.com/movie/Y-Tu-Mama-Tambien#tab=summary,5000000,3/15/2002,33649881,Y Tu Mamá También 
3820,Shaun of the Dead,13542874,http://www.the-numbers.com/movie/Shaun-of-the-Dead#tab=summary,5000000,9/24/2004,30332385,Shaun of the Dead 
3821,The Haunting of Molly Hartley,13442412,http://www.the-numbers.com/movie/Haunting-of-Molly-Hartley-The#tab=summary,5000000,10/31/2008,15318257,The Haunting of Molly Hartley 
3822,Lone Star,12961389,http://www.the-numbers.com/movie/Lone-Star#tab=summary,5000000,6/21/1996,12961389,Lone Star 
3823,April Fool's Day,12947763,http://www.the-numbers.com/movie/April-Fools-Day#tab=summary,5000000,3/27/1986,12947763,April Fool's Day 
3824,Diner,12592907,http://www.the-numbers.com/movie/Diner#tab=summary,5000000,4/2/1982,12592907,Diner 
3825,Lone Wolf McQuade,12232628,http://www.the-numbers.com/movie/Lone-Wolf-McQuade#tab=summary,5000000,4/15/1983,12232628,Lone Wolf McQuade 
3826,Sunshine Cleaning,12062558,http://www.the-numbers.com/movie/Sunshine-Cleaning#tab=summary,5000000,3/13/2009,17329337,Sunshine Cleaning 
3827,Fifty Shades of Black,11686940,http://www.the-numbers.com/movie/Fifty-Shades-of-Black#tab=summary,5000000,1/29/2016,20765083,Fifty Shades of Black 
3828,A Farewell To Arms,11000000,http://www.the-numbers.com/movie/Farewell-To-Arms-A#tab=summary,5000000,1/1/1957,11014090,A Farewell to Arms 
3829,Solomon and Sheba,11000000,http://www.the-numbers.com/movie/Solomon-and-Sheba#tab=summary,5000000,1/1/1959,11000000,Solomon and Sheba 
3830,The Beastmaster,10751126,http://www.the-numbers.com/movie/Beastmaster-The#tab=summary,5000000,8/20/1982,10751126,The Beastmaster 
3831,Not Easily Broken,10572742,http://www.the-numbers.com/movie/Not-Easily-Broken#tab=summary,5000000,1/9/2009,10732909,Not Easily Broken 
3832,Momsâ€™ Night Out,10429707,http://www.the-numbers.com/movie/Moms-Night-Out#tab=summary,5000000,5/9/2014,10537341,Moms' Night Out 
3833,The Perfect Match,9669521,http://www.the-numbers.com/movie/Perfect-Match-The#tab=summary,5000000,3/11/2016,9669521,The Perfect Match 
3834,Digimon: The Movie,9628751,http://www.the-numbers.com/movie/Digimon-The-Movie#tab=summary,5000000,10/6/2000,16628751,Digimon: The Movie 
3835,Saved!,8886160,http://www.the-numbers.com/movie/Saved#tab=summary,5000000,5/28/2004,10206551,Saved! 
3837,Robin and Marian,8000000,http://www.the-numbers.com/movie/Robin-and-Marian#tab=summary,5000000,3/11/1976,8000000,Robin and Marian 
3838,Force 10 from Navarone,7100000,http://www.the-numbers.com/movie/Force-10-from-Navarone#tab=summary,5000000,12/22/1978,7100000,Force 10 from Navarone 
3839,The Forsaken,6755271,http://www.the-numbers.com/movie/Forsaken-The#tab=summary,5000000,4/27/2001,6755271,The Forsaken 
3840,UHF,6157157,http://www.the-numbers.com/movie/UHF#tab=summary,5000000,7/21/1989,6157157,UHF 
3841,Sea Rex 3D: Journey to a Prehistoric World,6096582,http://www.the-numbers.com/movie/Sea-Rex-3D#tab=summary,5000000,5/28/2010,16515203,Sea Rex 3D: Journey to a Prehistoric World 
3842,Grandma's Boy,6090172,http://www.the-numbers.com/movie/Grandmas-Boy#tab=summary,5000000,1/6/2006,6590172,Grandma's Boy 
3845,Made,5308707,http://www.the-numbers.com/movie/Made#tab=summary,5000000,7/13/2001,5476060,Made 
3847,Moon,5010163,http://www.the-numbers.com/movie/Moon#tab=summary,5000000,6/12/2009,10676073,Moon 
3848,90 Minutes in Heaven,4816142,http://www.the-numbers.com/movie/90-Minutes-in-Heaven#tab=summary,5000000,9/11/2015,4816142,90 Minutes in Heaven 
3849,Keeping Up with the Steins,4339241,http://www.the-numbers.com/movie/Keeping-Up-with-the-Steins#tab=summary,5000000,5/12/2006,4414753,Keeping Up with the Steins 
3850,The Sweet Hereafter,4306697,http://www.the-numbers.com/movie/Sweet-Hereafter-The#tab=summary,5000000,10/10/1997,7951247,The Sweet Hereafter 
3851,Bottle Shock,4078607,http://www.the-numbers.com/movie/Bottle-Shock#tab=summary,5000000,8/6/2008,4815890,Bottle Shock 
3853,Jekyll and Hyde... Together Again,3707583,http://www.the-numbers.com/movie/Jekyll-and-Hyde-Together-Again#tab=summary,5000000,8/27/1982,3707583,Jekyll and Hyde... Together Again 
3854,Green Room,3220371,http://www.the-numbers.com/movie/Green-Room-(2015)#tab=summary,5000000,4/15/2016,3807503,Green Room 
3855,Heavenly Creatures,3046086,http://www.the-numbers.com/movie/Heavenly-Creatures#tab=summary,5000000,11/16/1994,5438120,Heavenly Creatures 
3856,Everything Must Go,2712131,http://www.the-numbers.com/movie/Everything-Must-Go#tab=summary,5000000,5/13/2011,2821010,Everything Must Go 
3857,Kill the Messenger,2450846,http://www.the-numbers.com/movie/Kill-the-Messenger#tab=summary,5000000,10/10/2014,2786939,Kill the Messenger 
3858,Rabbit Hole,2229058,http://www.the-numbers.com/movie/Rabbit-Hole#tab=summary,5000000,12/17/2010,6205034,Rabbit Hole 
3859,Zero Effect,2080693,http://www.the-numbers.com/movie/Zero-Effect#tab=summary,5000000,1/30/1998,2080693,Zero Effect 
3860,The Machinist,1082044,http://www.the-numbers.com/movie/Machinist-The#tab=summary,5000000,10/22/2004,8655397,The Machinist 
3861,Light Sleeper,1050861,http://www.the-numbers.com/movie/Light-Sleeper#tab=summary,5000000,9/21/1992,1050861,Light Sleeper 
3862,Atlas Shrugged: Who Is John Galt?,851690,http://www.the-numbers.com/movie/Atlas-Shrugged-Who-Is-John-Galt#tab=summary,5000000,9/12/2014,851690,Atlas Shrugged: Who Is John Galt? 
3863,Party Monster,742898,http://www.the-numbers.com/movie/Party-Monster-(2003)#tab=summary,5000000,8/29/2003,894030,Party Monster 
3864,The Oh in Ohio,418689,http://www.the-numbers.com/movie/Oh-in-Ohio-The#tab=summary,5000000,7/14/2006,648183,The Oh in Ohio 
3865,Bottle Rocket,407488,http://www.the-numbers.com/movie/Bottle-Rocket#tab=summary,5000000,2/21/1996,407488,Bottle Rocket 
3866,Albino Alligator,353480,http://www.the-numbers.com/movie/Albino-Alligator#tab=summary,5000000,1/17/1997,353480,Albino Alligator 
3867,"Gandhi, My Father",240425,http://www.the-numbers.com/movie/Gandhi-My-Father#tab=summary,5000000,8/3/2007,1375194,"Gandhi, My Father "
3868,Standard Operating Procedure,228830,http://www.the-numbers.com/movie/Standard-Operating-Procedure#tab=summary,5000000,4/25/2008,228830,Standard Operating Procedure 
3869,Tucker & Dale vs. Evil,223838,http://www.the-numbers.com/movie/Tucker-and-Dale-Vs-Evil#tab=summary,5000000,9/30/2011,5476793,Tucker and Dale vs Evil 
3871,"Lovely, Still",127564,http://www.the-numbers.com/movie/Lovely-Still#tab=summary,5000000,9/10/2010,282687,"Lovely, Still "
3872,Tycoon,121016,http://www.the-numbers.com/movie/Tycoon#tab=summary,5000000,6/13/2003,121016,Tycoon 
3873,Desert Blue,99147,http://www.the-numbers.com/movie/Desert-Blue#tab=summary,5000000,6/4/1999,99147,Desert Blue 
3874,Decoys,84733,http://www.the-numbers.com/movie/Decoys#tab=summary,5000000,2/27/2004,96760,Decoys 
3876,Redacted,65388,http://www.the-numbers.com/movie/Redacted#tab=summary,5000000,11/16/2007,861325,Redacted 
3877,Rudderless,56001,http://www.the-numbers.com/movie/Rudderless#tab=summary,5000000,10/17/2014,56001,Rudderless 
3878,Fascination,16670,http://www.the-numbers.com/movie/Fascination#tab=summary,5000000,1/28/2005,83356,Fascination 
3880,Area 51,7556,http://www.the-numbers.com/movie/Area-51#tab=summary,5000000,5/15/2015,7556,Area 51 
3882,Flying By,0,http://www.the-numbers.com/movie/Flying-By#tab=summary,5000000,7/7/2009,4568257,Flying By 
3883,The Cottage,0,http://www.the-numbers.com/movie/Cottage-The#tab=summary,5000000,12/31/2008,1504960,The Cottage 
3884,Dead Like Me: Life After Death,0,http://www.the-numbers.com/movie/Dead-Like-Me-Life-After-Death#tab=summary,5000000,2/17/2009,0,Dead Like Me: Life After Death 
3885,Farce of the Penguins,0,http://www.the-numbers.com/movie/Farce-of-the-Penguins#tab=summary,5000000,1/30/2007,0,Farce of the Penguins 
3887,Henry & Me,0,http://www.the-numbers.com/movie/Henry-and-Me#tab=summary,5000000,8/18/2014,0,Henry & Me 
3888,Born of War,0,http://www.the-numbers.com/movie/Born-of-War#tab=summary,5000000,1/27/2015,0,Born of War 
3889,Yoga Hosers,0,http://www.the-numbers.com/movie/Yoga-Hosers#tab=summary,5000000,9/2/2016,0,Yoga Hosers 
3890,Dying of the Light,0,http://www.the-numbers.com/movie/Dying-of-the-Light-(2015-Thriller)#tab=summary,5000000,12/5/2014,0,Dying of the Light 
3891,Let's Kill Ward's Wife,0,http://www.the-numbers.com/movie/Lets-Kill-Wards-Wife#tab=summary,5000000,1/9/2015,0,Let's Kill Ward's Wife 
3892,Capricorn One,0,http://www.the-numbers.com/movie/Capricorn-One#tab=summary,5000000,1/13/2015,0,Capricorn One 
3893,We Have Your Husband,0,http://www.the-numbers.com/movie/We-Have-Your-Husband#tab=summary,5000000,12/31/2011,0,We Have Your Husband 
3894,Should've Been Romeo,0,http://www.the-numbers.com/movie/Shouldve-Been-Romeo#tab=summary,5000000,12/31/2012,0,Should've Been Romeo 
3896,Navy SEAL vs. Zombies,0,http://www.the-numbers.com/movie/Navy-Seals-vs-Zombies#tab=summary,5000000,9/25/2015,0,Navy Seals vs. Zombies 
3898,Running Forever,0,http://www.the-numbers.com/movie/Running-Forever#tab=summary,5000000,10/27/2015,0,Running Forever 
3900,Soul Kitchen,276901,http://www.the-numbers.com/movie/Soul-Kitchen#tab=summary,4900000,8/20/2010,23347469,Soul Kitchen 
3901,The Awakening,95933,http://www.the-numbers.com/movie/Awakening-The-(2011)#tab=summary,4900000,8/17/2012,6924321,The Awakening 
3902,All Hat,15198,http://www.the-numbers.com/movie/All-Hat#tab=summary,4900000,1/18/2008,15198,All Hat 
3903,Sling Blade,24475416,http://www.the-numbers.com/movie/Sling-Blade#tab=summary,4833610,11/20/1996,34175000,Sling Blade 
3904,Hostel,47326473,http://www.the-numbers.com/movie/Hostel#tab=summary,4800000,1/6/2006,82241110,Hostel 
3905,Only God Forgives,775849,http://www.the-numbers.com/movie/Only-God-Forgives#tab=summary,4800000,7/19/2013,4494560,Only God Forgives 
3906,Take Shelter,1728953,http://www.the-numbers.com/movie/Take-Shelter#tab=summary,4750000,9/30/2011,4972016,Take Shelter 
3907,Tristram Shandy: A Cock and Bull Story,1253413,http://www.the-numbers.com/movie/Tristram-Shandy-A-Cock-and-Bull-Story#tab=summary,4750000,1/27/2006,3061763,Tristram Shandy: A Cock and Bull Story 
3909,Lady in White,1705139,http://www.the-numbers.com/movie/Lady-in-White#tab=summary,4700000,4/22/1988,1705139,Lady in White 
3910,Driving Lessons,239962,http://www.the-numbers.com/movie/Driving-Lessons#tab=summary,4700000,10/13/2006,239962,Driving Lessons 
3911,Without Men,0,http://www.the-numbers.com/movie/Without-Men#tab=summary,4700000,12/31/2011,0,Without Men 
3912,Treading Water,0,http://www.the-numbers.com/movie/Treading-Water#tab=summary,4700000,3/10/2015,0,Treading Water 
3913,Pat Garrett and Billy the Kid,8000000,http://www.the-numbers.com/movie/Pat-Garrett-and-Billy-the-Kid#tab=summary,4638783,5/23/1973,11000000,Pat Garrett & Billy the Kid 
3914,Camping Sauvage,3479302,http://www.the-numbers.com/movie/Camping-Sauvage#tab=summary,4600000,7/16/2004,3479302,Camping sauvage 
3915,Barfi,2804874,http://www.the-numbers.com/movie/Barfi#tab=summary,4600000,9/14/2012,36751984,Barfi 
3916,Dear Frankie,1340891,http://www.the-numbers.com/movie/Dear-Frankie#tab=summary,4600000,3/4/2005,3099369,Dear Frankie 
3918,Savage Grace,434417,http://www.the-numbers.com/movie/Savage-Grace#tab=summary,4600000,5/28/2008,968805,Savage Grace 
3919,Out of the Blue,728,http://www.the-numbers.com/movie/Out-of-the-Blue#tab=summary,4600000,10/19/2007,731767,Out of the Blue 
3920,Police Academy,81198894,http://www.the-numbers.com/movie/Police-Academy#tab=summary,4500000,3/23/1984,81198894,Police Academy 
3921,Four Weddings and a Funeral,52700832,http://www.the-numbers.com/movie/Four-Weddings-and-a-Funeral#tab=summary,4500000,3/9/1994,242895809,Four Weddings and a Funeral 
3922,The Blue Lagoon,47923795,http://www.the-numbers.com/movie/Blue-Lagoon-The#tab=summary,4500000,6/20/1980,47923795,The Blue Lagoon 
3923,Fast Times at Ridgemont High,27092880,http://www.the-numbers.com/movie/Fast-Times-at-Ridgemont-High#tab=summary,4500000,8/13/1982,27092880,Fast Times at Ridgemont High 
3924,Secrets & Lies,13417292,http://www.the-numbers.com/movie/Secrets-and-Lies#tab=summary,4500000,9/28/1996,13417292,Secrets and Lies             
3925,25th Hour,13084595,http://www.the-numbers.com/movie/25th-Hour#tab=summary,4500000,12/19/2002,25344490,25th Hour 
3926,Moby Dick,10400000,http://www.the-numbers.com/movie/Moby-Dick#tab=summary,4500000,1/1/1956,10400000,Moby Dick 
3927,Bound,3802260,http://www.the-numbers.com/movie/Bound#tab=summary,4500000,10/4/1996,7011317,Bound 
3928,Requiem for a Dream,3635482,http://www.the-numbers.com/movie/Requiem-for-a-Dream#tab=summary,4500000,10/6/2000,7388858,Requiem for a Dream 
3929,State Fair,3500000,http://www.the-numbers.com/movie/State-Fair-(1962)#tab=summary,4500000,3/9/1962,3500000,State Fair 
3931,Tango,1687311,http://www.the-numbers.com/movie/Tango#tab=summary,4500000,2/12/1999,5428387,Tango 
3932,Salvador,1500000,http://www.the-numbers.com/movie/Salvador#tab=summary,4500000,4/23/1986,1500000,Salvador 
3934,Donnie Darko,1270522,http://www.the-numbers.com/movie/Donnie-Darko#tab=summary,4500000,10/26/2001,7301393,Donnie Darko 
3937,Spun,410241,http://www.the-numbers.com/movie/Spun#tab=summary,4500000,3/14/2003,1022649,Spun 
3938,Life During Wartime,281447,http://www.the-numbers.com/movie/Life-During-Wartime-(2010)#tab=summary,4500000,7/23/2010,281447,Life During Wartime 
3941,Maggie,187112,http://www.the-numbers.com/movie/Maggie#tab=summary,4500000,5/8/2015,597989,Maggie 
3942,Lilja 4-ever,181655,http://www.the-numbers.com/movie/Lilja-4-ever#tab=summary,4500000,4/18/2003,4556982,Lilya 4-Ever 
3943,After.Life,108596,http://www.the-numbers.com/movie/After-Life#tab=summary,4500000,4/9/2010,2481925,After.Life 
3944,Mean Machine,92723,http://www.the-numbers.com/movie/Mean-Machine#tab=summary,4500000,2/22/2002,92723,Mean Machine 
3947,The Sweeney,26345,http://www.the-numbers.com/movie/Sweeney-The#tab=summary,4500000,3/1/2013,7838405,The Sweeney 
3948,Falcon Rising,11774,http://www.the-numbers.com/movie/Falcon-Rising#tab=summary,4500000,9/4/2014,11774,Falcon Rising 
3949,Hansel & Gretel Get Baked,0,http://www.the-numbers.com/movie/Hansel-and-Gretel-Get-Baked#tab=summary,4500000,6/25/2013,0,Hansel & Gretel Get Baked 
3950,Fugly,0,http://www.the-numbers.com/movie/Fugly-(2014-Bollywood)#tab=summary,4500000,11/7/2014,0,Fugly 
3951,Zipper,0,http://www.the-numbers.com/movie/Zipper#tab=summary,4500000,8/28/2015,0,Zipper 
3952,One Flew Over the Cuckoo's Nest,108981275,http://www.the-numbers.com/movie/One-Flew-Over-the-Cuckoos-Nest#tab=summary,4400000,11/19/1975,108981275,One Flew Over the Cuckoo's Nest 
3953,Silent Movie,36145695,http://www.the-numbers.com/movie/Silent-Movie#tab=summary,4400000,6/25/1976,36145695,Silent Movie 
3954,Airlift (2016),0,http://www.the-numbers.com/movie/Airlift-(2016)#tab=summary,4400000,12/31/2016,9969237,Airlift 
3955,R.L. Stine's Monsterville: The Cabinet of Souls,0,http://www.the-numbers.com/movie/RL-Stines-Monsterville-The-Cabinet-of-Souls#tab=summary,4400000,9/29/2015,0,R.L. Stine's Monsterville: The Cabinet of Souls 
3957,Whale Rider,20779666,http://www.the-numbers.com/movie/Whale-Rider#tab=summary,4300000,6/6/2003,39374600,Whale Rider 
3958,Sexy Beast,6946056,http://www.the-numbers.com/movie/Sexy-Beast#tab=summary,4300000,6/13/2001,10158355,Sexy Beast 
3959,Paa,199228,http://www.the-numbers.com/movie/Paa#tab=summary,4300000,12/4/2009,9791282,Paa 
3963,Animal Kingdom,1044039,http://www.the-numbers.com/movie/Animal-Kingdom#tab=summary,4200000,8/13/2010,8078683,Animal Kingdom             
3964,George A. Romero's Survival of the Dead,101740,http://www.the-numbers.com/movie/George-A-Romeros-Survival-of-the-Dead#tab=summary,4200000,5/28/2010,101740,Survival of the Dead 
3966,High School Musical,0,http://www.the-numbers.com/movie/High-School-Musical#tab=summary,4200000,5/23/2006,0,High School Musical 
3967,Love and Death on Long Island,2542264,http://www.the-numbers.com/movie/Love-and-Death-on-Long-Island#tab=summary,4030000,3/6/1998,2542264,Love and Death on Long Island 
3968,Porky's,109492484,http://www.the-numbers.com/movie/Porkys#tab=summary,4000000,3/19/1982,109492484,Porky's 
3970,The Crying Game,62546695,http://www.the-numbers.com/movie/Crying-Game-The#tab=summary,4000000,11/25/1992,62546695,The Crying Game 
3971,Lost in Translation,44585453,http://www.the-numbers.com/movie/Lost-in-Translation#tab=summary,4000000,9/12/2003,117085297,Lost in Translation 
3972,Annie Hall,38251425,http://www.the-numbers.com/movie/Annie-Hall#tab=summary,4000000,4/20/1977,38251425,Annie Hall 
3973,The Greatest Show on Earth,36000000,http://www.the-numbers.com/movie/Greatest-Show-on-Earth-The#tab=summary,4000000,1/10/1952,36000000,The Greatest Show on Earth 
3974,The Boy Next Door,35423380,http://www.the-numbers.com/movie/Boy-Next-Door-The-(2014)#tab=summary,4000000,1/23/2015,52819253,The Boy Next Door 
3975,Leaving Las Vegas,31983777,http://www.the-numbers.com/movie/Leaving-Las-Vegas#tab=summary,4000000,10/27/1995,49800000,Leaving Las Vegas 
3976,Monster's Ball,31273922,http://www.the-numbers.com/movie/Monsters-Ball#tab=summary,4000000,12/26/2001,43766463,Monster's Ball 
3977,Boyhood,25379975,http://www.the-numbers.com/movie/Boyhood#tab=summary,4000000,7/11/2014,50692666,Boyhood 
3979,The Kids Are All Right,20811365,http://www.the-numbers.com/movie/Kids-Are-All-Right-The#tab=summary,4000000,7/9/2010,36275469,The Kids Are All Right 
3981,A Haunted House 2,17329487,http://www.the-numbers.com/movie/Haunted-House-2-A#tab=summary,4000000,4/18/2014,21206861,A Haunted House 2 
3982,The Last Exorcism Part II,15179303,http://www.the-numbers.com/movie/Last-Exorcism-Part-2-The#tab=summary,4000000,3/1/2013,25448707,The Last Exorcism Part II 
3985,The Return of the Living Dead,14237880,http://www.the-numbers.com/movie/Return-of-the-Living-Dead-The#tab=summary,4000000,8/16/1985,14237880,The Return of the Living Dead 
3986,They Live,13000000,http://www.the-numbers.com/movie/They-Live#tab=summary,4000000,11/4/1988,13000000,They Live 
3988,The Great Escape,11744471,http://www.the-numbers.com/movie/Great-Escape-The#tab=summary,4000000,8/8/1963,11744471,The Great Escape 
3989,What the #$'! Do We Know,10941801,http://www.the-numbers.com/movie/What-the-Bleep-Do-We-Know#tab=summary,4000000,2/6/2004,10941801,What the #$*! Do We (K)now!? 
3990,Scoop,10525717,http://www.the-numbers.com/movie/Scoop#tab=summary,4000000,7/28/2006,40107018,Scoop 
3991,The Wash,10097096,http://www.the-numbers.com/movie/Wash-The#tab=summary,4000000,11/14/2001,10097096,The Wash 
3992,3 Strikes,9821335,http://www.the-numbers.com/movie/3-Strikes#tab=summary,4000000,3/1/2000,9821335,3 Strikes 
3994,The Cooler,8291572,http://www.the-numbers.com/movie/Cooler-The#tab=summary,4000000,11/26/2003,11131455,The Cooler 
3995,The Misfits,8200000,http://www.the-numbers.com/movie/Misfits-The#tab=summary,4000000,1/1/1961,8200000,The Misfits 
3996,The Night Listener,7836393,http://www.the-numbers.com/movie/Night-Listener-The#tab=summary,4000000,8/4/2006,10770993,The Night Listener 
3997,The Jerky Boys,7555256,http://www.the-numbers.com/movie/Jerky-Boys-The#tab=summary,4000000,2/3/1995,7555256,The Jerky Boys 
4000,The Rules of Attraction,6525762,http://www.the-numbers.com/movie/Rules-of-Attraction-The#tab=summary,4000000,10/11/2002,11799060,The Rules of Attraction 
4001,Topaz,6000000,http://www.the-numbers.com/movie/Topaz#tab=summary,4000000,12/19/1969,6000000,Topaz 
4002,Let's Go to Prison,4630045,http://www.the-numbers.com/movie/Lets-Go-to-Prison#tab=summary,4000000,11/17/2006,4630045,Let's Go to Prison 
4003,Four Rooms,4301000,http://www.the-numbers.com/movie/Four-Rooms#tab=summary,4000000,12/25/1995,4301000,Four Rooms 
4004,Secretary,4046737,http://www.the-numbers.com/movie/Secretary#tab=summary,4000000,9/20/2002,9413956,Secretary 
4005,The Real Cancun,3816594,http://www.the-numbers.com/movie/Real-Cancun-The#tab=summary,4000000,4/25/2003,3816594,The Real Cancun 
4006,Talk Radio,3468572,http://www.the-numbers.com/movie/Talk-Radio#tab=summary,4000000,12/1/1988,3468572,Talk Radio 
4007,Waiting for Guffman,2922988,http://www.the-numbers.com/movie/Waiting-for-Guffman#tab=summary,4000000,1/31/1997,2922988,Waiting for Guffman 
4009,Samsara,2672413,http://www.the-numbers.com/movie/Samsara#tab=summary,4000000,8/24/2012,5966671,Samsara 
4010,You Kill Me,2426851,http://www.the-numbers.com/movie/You-Kill-Me#tab=summary,4000000,6/22/2007,3858964,You Kill Me 
4011,The Art of Getting By,1430241,http://www.the-numbers.com/movie/Art-of-Getting-By-The#tab=summary,4000000,6/17/2011,1989035,The Art of Getting By 
4012,Thumbsucker,1328679,http://www.the-numbers.com/movie/Thumbsucker#tab=summary,4000000,9/16/2005,1919197,Thumbsucker 
4013,Red State,1065429,http://www.the-numbers.com/movie/Red-State#tab=summary,4000000,3/5/2011,1983596,Red State 
4014,MirrorMask,864959,http://www.the-numbers.com/movie/MirrorMask#tab=summary,4000000,9/30/2005,973613,Mirrormask 
4015,The Barbarians,800000,http://www.the-numbers.com/movie/Barbarians-The#tab=summary,4000000,3/31/1987,800000,The Barbarians 
